,Participants,Masks,Target Location Straight,Target Location Rotate,Kl Div
582,07,premotor,207,45,1.7362288937329904
583,07,premotor,207,99,1.8452994886728273
584,07,premotor,45,153,1.6607923995569198
585,07,premotor,45,207,1.967551792077846
586,07,premotor,45,45,1.731717315084461
587,07,premotor,45,99,1.8543903578270904
588,07,premotor,99,153,1.690454040777847
589,07,premotor,99,207,1.9267805178968747
590,07,premotor,99,45,1.838986693584963
591,07,premotor,99,99,1.7729141617995774
592,07,motor,153,153,2.1062887001496398
593,07,motor,153,207,1.9933487898270295
594,07,motor,153,45,2.202408276912335
595,07,motor,153,99,2.177121012352703
596,07,motor,207,153,2.200267918337524
597,07,motor,207,207,1.9109884506769734
598,07,motor,207,45,2.0897020205388976
599,07,motor,207,99,2.165364416657389
600,07,motor,45,153,1.8824020386512548
601,07,motor,45,207,2.1263151892436642
602,07,motor,45,45,1.9807798331885904
603,07,motor,45,99,2.4767731563070434
604,07,motor,99,153,1.960936111837154
605,07,motor,99,207,2.594717556238969
606,07,motor,99,45,2.5620251942625965
607,07,motor,99,99,2.1742673783370026
608,07,v1,153,153,1.792262282190124
609,07,v1,153,207,1.3464617137250552
610,07,v1,153,45,1.3009429922736562
611,07,v1,153,99,1.347835766319374
612,07,v1,207,153,1.7819580510972022
613,07,v1,207,207,1.4574355319193786
614,07,v1,207,45,1.4275923482324766
615,07,v1,207,99,1.56390979815912
616,07,v1,45,153,1.8398620198274167
617,07,v1,45,207,1.4084001499416383
618,07,v1,45,45,1.4462105607424731
619,07,v1,45,99,1.6383887822218588
620,07,v1,99,153,1.781285812482318
621,07,v1,99,207,1.547083884671397
622,07,v1,99,45,1.3618282590300856
623,07,v1,99,99,1.6041640392546226
624,07,sup_parietal,153,153,3.6779974634658332
625,07,sup_parietal,153,207,2.263042054284273
626,07,sup_parietal,153,45,2.422931085272025
627,07,sup_parietal,153,99,2.9004597001008587
628,07,sup_parietal,207,153,2.574992873359988
629,07,sup_parietal,207,207,2.91276953624969
630,07,sup_parietal,207,45,2.841375067683423
631,07,sup_parietal,207,99,2.6997954597295086
632,07,sup_parietal,45,153,3.4160060479413223
633,07,sup_parietal,45,207,2.7444896377205255
634,07,sup_parietal,45,45,2.9783097789062034
635,07,sup_parietal,45,99,3.674180723786553
636,07,sup_parietal,99,153,3.600731167044594
637,07,sup_parietal,99,207,2.658689769615046
638,07,sup_parietal,99,45,2.1868096612195247
639,07,sup_parietal,99,99,3.18363669722798
640,07,inf_parietal,153,153,2.1779546220064523
641,07,inf_parietal,153,207,2.3255332366235093
642,07,inf_parietal,153,45,1.9796859932188304
643,07,inf_parietal,153,99,2.447721519885764
644,07,inf_parietal,207,153,2.0756930410940404
645,07,inf_parietal,207,207,2.1218435442876293
646,07,inf_parietal,207,45,2.097958804903302
647,07,inf_parietal,207,99,2.581699480271584
648,07,inf_parietal,45,153,2.0437674270589943
649,07,inf_parietal,45,207,1.977407968134305
650,07,inf_parietal,45,45,1.9248981729923247
651,07,inf_parietal,45,99,2.049613701851233
652,07,inf_parietal,99,153,1.9029989122349504
653,07,inf_parietal,99,207,2.2762074273568818
654,07,inf_parietal,99,45,1.9792129529983258
655,07,inf_parietal,99,99,2.0745572045694995
656,07,v5,153,153,3.7465767735381736
657,07,v5,153,207,3.5647466275780326
658,07,v5,153,45,3.1668771766191
659,07,v5,153,99,2.1735647356493377
660,07,v5,207,153,2.296865244749324
661,07,v5,207,207,2.8078965328250263
662,07,v5,207,45,2.7578837978715116
663,07,v5,207,99,4.580484141592352
664,07,v5,45,153,2.884613524650235
665,07,v5,45,207,3.2130824348315374
666,07,v5,45,45,2.295652491940448
667,07,v5,45,99,2.650542515270776
668,07,v5,99,153,3.102005372486137
669,07,v5,99,207,4.572480576575342
670,07,v5,99,45,2.9735885501721753
671,07,v5,99,99,4.379524435405951
672,08,premotor,153,153,1.5968110693592101
673,08,premotor,153,207,1.4606090599297832
674,08,premotor,153,45,1.6521698576773873
675,08,premotor,153,99,1.6874224841946535
676,08,premotor,207,153,1.9326793399584279
677,08,premotor,207,207,1.576507887516859
678,08,premotor,207,45,1.9016817807955484
679,08,premotor,207,99,1.8240646569729997
680,08,premotor,45,153,1.8561200221254532
681,08,premotor,45,207,1.552093626490893
682,08,premotor,45,45,1.8549689134910805
683,08,premotor,45,99,1.7262238252596207
684,08,premotor,99,153,2.0192770137240967
685,08,premotor,99,207,1.5783368636468855
686,08,premotor,99,45,1.883468355136517
687,08,premotor,99,99,1.6326033652578127
688,08,motor,153,153,2.5011292865750256
689,08,motor,153,207,1.7850819794552488
690,08,motor,153,45,1.869898129654692
691,08,motor,153,99,2.179142955986177
692,08,motor,207,153,1.6977780127112965
693,08,motor,207,207,1.4041128128920883
694,08,motor,207,45,2.009165801807185
695,08,motor,207,99,1.7660422992020366
696,08,motor,45,153,2.0832015348961437
697,08,motor,45,207,1.8555316971494604
698,08,motor,45,45,1.851156837239363
699,08,motor,45,99,2.015855935522751
700,08,motor,99,153,2.730377742320685
701,08,motor,99,207,1.8396983897021664
702,08,motor,99,45,2.5358748336232337
703,08,motor,99,99,2.049334561907707
704,08,v1,153,153,1.5877204024029759
705,08,v1,153,207,1.4246858239742406
706,08,v1,153,45,1.6444930166186116
707,08,v1,153,99,1.6524560320186512
708,08,v1,207,153,1.672538758059632
709,08,v1,207,207,1.0917714010186566
710,08,v1,207,45,1.786643498645509
711,08,v1,207,99,2.085939272519437
712,08,v1,45,153,1.5796557871818886
713,08,v1,45,207,1.4951149142528024
714,08,v1,45,45,1.8520110960997218
715,08,v1,45,99,1.8600140925676083
716,08,v1,99,153,1.7971816090499244
717,08,v1,99,207,1.3745186940028904
718,08,v1,99,45,1.7870669016973582
719,08,v1,99,99,1.8263892053180106
720,08,sup_parietal,153,153,2.425076722026357
721,08,sup_parietal,153,207,1.6160744125910635
722,08,sup_parietal,153,45,3.24258225624075
723,08,sup_parietal,153,99,3.2253812041701226
724,08,sup_parietal,207,153,3.0116164671118186
725,08,sup_parietal,207,207,1.6532698188583714
726,08,sup_parietal,207,45,3.3077348063861445
727,08,sup_parietal,207,99,3.2349846627746572
728,08,sup_parietal,45,153,3.3531705129148226
729,08,sup_parietal,45,207,2.490691020953496
730,08,sup_parietal,45,45,2.883471132730535
731,08,sup_parietal,45,99,4.0011863247158725
732,08,sup_parietal,99,153,3.4397252738151454
733,08,sup_parietal,99,207,2.4609153281217324
734,08,sup_parietal,99,45,2.452180661346132
735,08,sup_parietal,99,99,2.8473664329859636
736,08,inf_parietal,153,153,2.6056420718415363
737,08,inf_parietal,153,207,2.153792869240959
738,08,inf_parietal,153,45,2.574522836714841
739,08,inf_parietal,153,99,2.832712945317114
740,08,inf_parietal,207,153,2.4244487011058746
741,08,inf_parietal,207,207,2.229708575244019
742,08,inf_parietal,207,45,2.655435347975857
743,08,inf_parietal,207,99,2.4239333240539804
744,08,inf_parietal,45,153,2.66111706096256
745,08,inf_parietal,45,207,2.0944640322547268
746,08,inf_parietal,45,45,2.6561348542866865
747,08,inf_parietal,45,99,2.3196656148093817
748,08,inf_parietal,99,153,2.3820468334182143
749,08,inf_parietal,99,207,1.9173811221471404
750,08,inf_parietal,99,45,2.8351960518093904
751,08,inf_parietal,99,99,2.564027264060389
752,08,v5,153,153,7.550532304558313
753,08,v5,153,207,2.4741619990717103
754,08,v5,153,45,2.749982410753132
755,08,v5,153,99,3.1944151410785606
756,08,v5,207,153,5.225723473901841
757,08,v5,207,207,2.9514288945618388
758,08,v5,207,45,2.578813890019047
759,08,v5,207,99,3.024611291585021
760,08,v5,45,153,4.295520764539809
761,08,v5,45,207,3.154529783168751
762,08,v5,45,45,2.685792242121436
763,08,v5,45,99,3.311261057410214
764,08,v5,99,153,2.6297025450340907
765,08,v5,99,207,1.90979065927335
766,08,v5,99,45,1.3258072253144109
767,08,v5,99,99,3.3554505627786324
768,09,premotor,153,153,1.5239243148287027
769,09,premotor,153,207,1.5574290131515327
770,09,premotor,153,45,1.5196266033958317
771,09,premotor,153,99,1.6047291916857378
772,09,premotor,207,153,1.6775480283935655
773,09,premotor,207,207,1.4126571068796487
774,09,premotor,207,45,1.4494340205425869
775,09,premotor,207,99,1.6956827429038612
776,09,premotor,45,153,1.7325408705663383
777,09,premotor,45,207,1.351090601364482
778,09,premotor,45,45,1.4260512209052223
779,09,premotor,45,99,1.672999860660667
780,09,premotor,99,153,1.5667684956587937
781,09,premotor,99,207,1.4160070066869048
782,09,premotor,99,45,1.5265137035272969
783,09,premotor,99,99,1.7069017879574953
784,09,motor,153,153,1.933047843855142
785,09,motor,153,207,1.387711079846736
786,09,motor,153,45,1.788132187143356
787,09,motor,153,99,1.6169126330784724
788,09,motor,207,153,2.191292048526001
789,09,motor,207,207,1.7197625597117228
790,09,motor,207,45,2.1030246682412472
791,09,motor,207,99,1.8848837820854896
792,09,motor,45,153,2.0735325520134924
793,09,motor,45,207,1.564838773612676
794,09,motor,45,45,1.7508428233224382
795,09,motor,45,99,2.2351055282128085
796,09,motor,99,153,2.062072126511679
797,09,motor,99,207,1.5835413804709286
798,09,motor,99,45,1.6789712312541718
799,09,motor,99,99,1.8379798593892809
800,09,v1,153,153,1.0978239678640418
801,09,v1,153,207,0.9657298134013432
802,09,v1,153,45,1.0634651411334735
803,09,v1,153,99,1.1612391880361628
804,09,v1,207,153,1.054554407225692
805,09,v1,207,207,1.0753502876515524
806,09,v1,207,45,1.4147646470870363
807,09,v1,207,99,1.344602825306094
808,09,v1,45,153,1.1723618770314532
809,09,v1,45,207,0.8663026227471387
810,09,v1,45,45,1.1921163382831195
811,09,v1,45,99,1.415081676096666
812,09,v1,99,153,1.3403338793721467
813,09,v1,99,207,1.2433449526831257
814,09,v1,99,45,1.4051762119269133
815,09,v1,99,99,1.4239021879097322
816,09,sup_parietal,153,153,3.164439772543428
817,09,sup_parietal,153,207,3.0630042472612895
818,09,sup_parietal,153,45,2.4946629715933275
819,09,sup_parietal,153,99,2.5583022869443894
820,09,sup_parietal,207,153,2.8173231464766246
821,09,sup_parietal,207,207,2.4896540558289675
822,09,sup_parietal,207,45,3.02182837430197
823,09,sup_parietal,207,99,2.2629513779584434
824,09,sup_parietal,45,153,2.9265099780376103
825,09,sup_parietal,45,207,1.9716031931668558
826,09,sup_parietal,45,45,2.049913466934813
827,09,sup_parietal,45,99,2.842640479232835
828,09,sup_parietal,99,153,3.84676636181297
829,09,sup_parietal,99,207,2.6147022427218976
830,09,sup_parietal,99,45,2.0286679418191644
831,09,sup_parietal,99,99,2.933510253982013
832,09,inf_parietal,153,153,2.0023167272210913
833,09,inf_parietal,153,207,1.6999265469504594
834,09,inf_parietal,153,45,2.2436728281859604
835,09,inf_parietal,153,99,1.9172666758155577
836,09,inf_parietal,207,153,2.6906086461238674
837,09,inf_parietal,207,207,2.059384758710192
838,09,inf_parietal,207,45,1.705919326368742
839,09,inf_parietal,207,99,2.415007318229572
840,09,inf_parietal,45,153,2.1926701460247555
841,09,inf_parietal,45,207,1.6461859748556582
842,09,inf_parietal,45,45,2.4020483831020507
843,09,inf_parietal,45,99,2.074718403808368
844,09,inf_parietal,99,153,2.1150995298407906
845,09,inf_parietal,99,207,1.7457501276280896
846,09,inf_parietal,99,45,2.054160851093323
847,09,inf_parietal,99,99,2.2105935054761865
848,09,v5,153,153,3.183275559784918
849,09,v5,153,207,1.789577694626808
850,09,v5,153,45,1.8408574660908796
851,09,v5,153,99,2.259651740071849
852,09,v5,207,153,1.2131333730058809
853,09,v5,207,207,1.4773618092959313
854,09,v5,207,45,3.3562105429148437
855,09,v5,207,99,2.308182664270839
856,09,v5,45,153,3.433808062241928
857,09,v5,45,207,2.3707969245501106
858,09,v5,45,45,2.93170922032582
859,09,v5,45,99,2.6605751900330783
860,09,v5,99,153,2.399299576361358
861,09,v5,99,207,2.2166077201391112
862,09,v5,99,45,3.195504197187019
863,09,v5,99,99,2.3983487368998415
864,11,premotor,153,153,1.3659405294320157
865,11,premotor,153,207,1.4715429682605587
866,11,premotor,153,45,1.4932167999801023
867,11,premotor,153,99,1.405692847081036
868,11,premotor,207,153,1.5091437491619024
869,11,premotor,207,207,1.5336578511466905
870,11,premotor,207,45,1.5109347048755128
871,11,premotor,207,99,1.442793152731939
872,11,premotor,45,153,1.534762122952531
873,11,premotor,45,207,1.5115353350341592
874,11,premotor,45,45,1.5012162565326166
875,11,premotor,45,99,1.3605321784236213
876,11,premotor,99,153,1.547900229669368
877,11,premotor,99,207,1.6814144836931841
878,11,premotor,99,45,1.5859542405424691
879,11,premotor,99,99,1.5200788791912772
880,11,motor,153,153,1.895266077099921
881,11,motor,153,207,1.3756777620285243
882,11,motor,153,45,1.7751632519992668
883,11,motor,153,99,1.726624161848391
884,11,motor,207,153,2.2324393887580234
885,11,motor,207,207,1.597811699397563
886,11,motor,207,45,1.5640870463339684
887,11,motor,207,99,1.7342781548324304
888,11,motor,45,153,1.9162181916907548
889,11,motor,45,207,1.3022378176868141
890,11,motor,45,45,1.7906975229622486
891,11,motor,45,99,1.6484731489743192
892,11,motor,99,153,1.7839845286299836
893,11,motor,99,207,1.6488963053583203
894,11,motor,99,45,1.516153558552897
895,11,motor,99,99,1.4857079658169776
896,11,v1,153,153,1.3357188679872931
897,11,v1,153,207,1.0944556211819225
898,11,v1,153,45,1.2253403440990243
899,11,v1,153,99,1.258693199153281
900,11,v1,207,153,1.3699830249141125
901,11,v1,207,207,1.2191177508800113
902,11,v1,207,45,1.428153971388709
903,11,v1,207,99,1.3942262382778083
904,11,v1,45,153,1.401792480999296
905,11,v1,45,207,1.1722572456080185
906,11,v1,45,45,1.4196128022153416
907,11,v1,45,99,1.1920242793836224
908,11,v1,99,153,1.5821225131418997
909,11,v1,99,207,1.3043695719400463
910,11,v1,99,45,1.229236318831134
911,11,v1,99,99,1.3184896678559876
912,11,sup_parietal,153,153,2.3937229610310107
913,11,sup_parietal,153,207,2.235141525017019
914,11,sup_parietal,153,45,1.6817536647380098
915,11,sup_parietal,153,99,2.5347843222000783
916,11,sup_parietal,207,153,1.8468476759481294
917,11,sup_parietal,207,207,1.4862341499047218
918,11,sup_parietal,207,45,1.9964685039056609
919,11,sup_parietal,207,99,1.8086347618827883
920,11,sup_parietal,45,153,2.4086965205998307
921,11,sup_parietal,45,207,1.4917006937616153
922,11,sup_parietal,45,45,2.0068371378697587
923,11,sup_parietal,45,99,2.1618651191234672
924,11,sup_parietal,99,153,2.167651438659604
925,11,sup_parietal,99,207,1.562712113772484
926,11,sup_parietal,99,45,2.2191076753153434
927,11,sup_parietal,99,99,2.173834232153019
928,11,inf_parietal,153,153,1.9416120515551076
929,11,inf_parietal,153,207,1.8060992285397681
930,11,inf_parietal,153,45,1.607405056621586
931,11,inf_parietal,153,99,1.4240691283580686
932,11,inf_parietal,207,153,2.112359494969409
933,11,inf_parietal,207,207,1.7969079162913855
934,11,inf_parietal,207,45,2.1295765716300026
935,11,inf_parietal,207,99,1.8820312732712865
936,11,inf_parietal,45,153,1.590408340427898
937,11,inf_parietal,45,207,1.9065902816318463
938,11,inf_parietal,45,45,1.7777695417782444
939,11,inf_parietal,45,99,1.7195585004374863
940,11,inf_parietal,99,153,1.728788697311203
941,11,inf_parietal,99,207,1.6381879603112832
942,11,inf_parietal,99,45,1.6553157783550816
943,11,inf_parietal,99,99,1.710712817297154
944,11,v5,153,153,6.682898195161064
945,11,v5,153,207,3.193358652641434
946,11,v5,153,45,1.9493083519053067
947,11,v5,153,99,2.867228094703868
948,11,v5,207,153,3.557706426360066
949,11,v5,207,207,2.544852441614638
950,11,v5,207,45,3.070567868914071
951,11,v5,207,99,2.361999253897966
952,11,v5,45,153,2.669517367984546
953,11,v5,45,207,3.4687377580770513
954,11,v5,45,45,3.1379971859032993
955,11,v5,45,99,3.4882917469517487
956,11,v5,99,153,2.104074576901928
957,11,v5,99,207,4.28690617330345
958,11,v5,99,45,3.211772096141809
959,11,v5,99,99,2.3479309997630624
960,12,premotor,153,153,1.693322707109057
961,12,premotor,153,207,1.5132988840677861
962,12,premotor,153,45,1.6703750949729586
963,12,premotor,153,99,1.64544158885196
964,12,premotor,207,153,1.6172129409709846
965,12,premotor,207,207,1.4235709663972353
966,12,premotor,207,45,1.667354807883998
967,12,premotor,207,99,1.740689763511242
968,12,premotor,45,153,1.7490919243460712
969,12,premotor,45,207,1.5098554706438623
970,12,premotor,45,45,1.6046064106115903
971,12,premotor,45,99,1.5446806182256851
972,12,premotor,99,153,1.5187898132695
973,12,premotor,99,207,1.557807385183433
974,12,premotor,99,45,1.4217090873776088
975,12,premotor,99,99,1.5984109611548796
976,12,motor,153,153,2.5680050145652595
977,12,motor,153,207,1.7728425635771594
978,12,motor,153,45,1.7294511895365794
979,12,motor,153,99,2.222275314987347
980,12,motor,207,153,2.126975239433845
981,12,motor,207,207,1.619303451773942
982,12,motor,207,45,1.8437135111742406
983,12,motor,207,99,1.992121351408927
984,12,motor,45,153,1.739415559709268
985,12,motor,45,207,1.8553194040322536
986,12,motor,45,45,1.6838868349385145
987,12,motor,45,99,1.907151298194416
988,12,motor,99,153,2.0522556490695516
989,12,motor,99,207,1.8657730077940389
990,12,motor,99,45,1.8240557016686088
991,12,motor,99,99,2.0637989058762596
992,12,v1,153,153,1.8636838399861302
993,12,v1,153,207,1.1250331473629998
994,12,v1,153,45,1.2594006776241073
995,12,v1,153,99,1.571708570541131
996,12,v1,207,153,1.6858821792850196
997,12,v1,207,207,1.427683719972473
998,12,v1,207,45,1.2214183825297154
999,12,v1,207,99,1.322607009715807
1000,12,v1,45,153,1.7185831958518032
1001,12,v1,45,207,1.1990051167507032
1002,12,v1,45,45,0.9900445204792578
1003,12,v1,45,99,1.3849312593357364
1004,12,v1,99,153,1.4532373489532278
1005,12,v1,99,207,1.292992988379333
1006,12,v1,99,45,0.8994669069881316
1007,12,v1,99,99,1.2995430036466151
1008,12,sup_parietal,153,153,3.1314584398066474
1009,12,sup_parietal,153,207,2.285675811403124
1010,12,sup_parietal,153,45,2.5366228212243276
1011,12,sup_parietal,153,99,3.0815685401000916
1012,12,sup_parietal,207,153,2.767563834402222
1013,12,sup_parietal,207,207,1.9453010445715604
1014,12,sup_parietal,207,45,2.9466211559606905
1015,12,sup_parietal,207,99,2.6232235364849776
1016,12,sup_parietal,45,153,2.4019402286353535
1017,12,sup_parietal,45,207,2.4066798307291646
1018,12,sup_parietal,45,45,3.035979945875114
1019,12,sup_parietal,45,99,3.3776260029757625
1020,12,sup_parietal,99,153,2.956181587504002
1021,12,sup_parietal,99,207,2.435043256723188
1022,12,sup_parietal,99,45,2.412042715844449
1023,12,sup_parietal,99,99,3.333196862685962
1024,12,inf_parietal,153,153,1.8749803197768058
1025,12,inf_parietal,153,207,1.5644217453654492
1026,12,inf_parietal,153,45,1.5903627135128617
1027,12,inf_parietal,153,99,1.9777490824006652
1028,12,inf_parietal,207,153,2.667357114476264
1029,12,inf_parietal,207,207,1.8634474702785342
1030,12,inf_parietal,207,45,1.9081311996828327
1031,12,inf_parietal,207,99,2.0494522316539694
1032,12,inf_parietal,45,153,2.424519118733349
1033,12,inf_parietal,45,207,1.2937205894365735
1034,12,inf_parietal,45,45,1.726346383995653
1035,12,inf_parietal,45,99,2.055920202031756
1036,12,inf_parietal,99,153,2.5250318257358293
1037,12,inf_parietal,99,207,1.637520322172803
1038,12,inf_parietal,99,45,1.850370681765741
1039,12,inf_parietal,99,99,1.4848030318506376
1040,12,v5,153,153,3.234304034887215
1041,12,v5,153,207,1.6687623062516246
1042,12,v5,153,45,2.141908455398716
1043,12,v5,153,99,3.0108311624091995
1044,12,v5,207,153,3.983645375341581
1045,12,v5,207,207,2.1730443569066527
1046,12,v5,207,45,1.777739374445353
1047,12,v5,207,99,1.5012122855875958
1048,12,v5,45,153,3.3525537886409444
1049,12,v5,45,207,2.91003962697226
1050,12,v5,45,45,1.6233369702816818
1051,12,v5,45,99,2.502761680604079
1052,12,v5,99,153,2.8468010934187227
1053,12,v5,99,207,2.5714838175728687
1054,12,v5,99,45,1.9743349473506893
1055,12,v5,99,99,4.478414478638944
1056,13,premotor,153,153,1.565406177667314
1057,13,premotor,153,207,1.556584911737911
1058,13,premotor,153,45,1.4230098844175543
1059,13,premotor,153,99,1.5790715800899031
1060,13,premotor,207,153,1.6593898641120135
1061,13,premotor,207,207,1.7947082011669964
1062,13,premotor,207,45,1.634507339077664
1063,13,premotor,207,99,1.4815275987659393
1064,13,premotor,45,153,1.539878733041169
1065,13,premotor,45,207,1.617945037494637
1066,13,premotor,45,45,1.5608246476238947
1067,13,premotor,45,99,1.4825052438903108
1068,13,premotor,99,153,1.6705303109943141
1069,13,premotor,99,207,1.99797864595753
1070,13,premotor,99,45,1.6738890321481878
1071,13,premotor,99,99,1.5787388248836007
1072,13,motor,153,153,1.5578068137393526
1073,13,motor,153,207,2.2792838266275424
1074,13,motor,153,45,2.352790743370725
1075,13,motor,153,99,1.8684286221422424
1076,13,motor,207,153,1.7657230476041617
1077,13,motor,207,207,2.0145608358363205
1078,13,motor,207,45,1.673468943970803
1079,13,motor,207,99,1.5516150728250473
1080,13,motor,45,153,1.911682878032763
1081,13,motor,45,207,1.9197366136064007
1082,13,motor,45,45,1.9419237688831092
1083,13,motor,45,99,1.8290385925811674
1084,13,motor,99,153,1.967866834995522
1085,13,motor,99,207,1.9528739555937311
1086,13,motor,99,45,2.0915930566418988
1087,13,motor,99,99,1.955799438361212
1088,13,v1,153,153,1.7794095075856147
1089,13,v1,153,207,1.088856906519893
1090,13,v1,153,45,1.184777432392567
1091,13,v1,153,99,1.2309099495204348
1092,13,v1,207,153,1.6037151408366028
1093,13,v1,207,207,1.0942271657237699
1094,13,v1,207,45,1.0584587594357315
1095,13,v1,207,99,1.3110279898374224
1096,13,v1,45,153,1.7163257432470673
1097,13,v1,45,207,1.1542063874226134
1098,13,v1,45,45,0.9416906531219229
1099,13,v1,45,99,1.3975860557032853
1100,13,v1,99,153,1.7093407059910108
1101,13,v1,99,207,0.9581583940742615
1102,13,v1,99,45,1.069034890149394
1103,13,v1,99,99,1.5315337640385818
1104,13,sup_parietal,153,153,2.3779422664205687
1105,13,sup_parietal,153,207,2.745655814489618
1106,13,sup_parietal,153,45,2.922402805622083
1107,13,sup_parietal,153,99,2.206422832183796
1108,13,sup_parietal,207,153,3.0462031167749606
1109,13,sup_parietal,207,207,2.583265316868226
1110,13,sup_parietal,207,45,2.4757279360358124
1111,13,sup_parietal,207,99,2.44030012681064
1112,13,sup_parietal,45,153,2.363931985087066
1113,13,sup_parietal,45,207,2.2764902957149373
1114,13,sup_parietal,45,45,2.5444415212578404
1115,13,sup_parietal,45,99,2.2356040730557174
1116,13,sup_parietal,99,153,2.1639410088279796
1117,13,sup_parietal,99,207,1.8876035052526081
1118,13,sup_parietal,99,45,2.1414151926857348
1119,13,sup_parietal,99,99,1.8630570252557639
1120,13,inf_parietal,153,153,1.402974084578358
1121,13,inf_parietal,153,207,1.4346241125854298
1122,13,inf_parietal,153,45,1.7649976542063608
1123,13,inf_parietal,153,99,1.2605396554074186
1124,13,inf_parietal,207,153,1.7958330706945853
1125,13,inf_parietal,207,207,2.024397119093523
1126,13,inf_parietal,207,45,1.8698991852078448
1127,13,inf_parietal,207,99,2.0209543445389295
1128,13,inf_parietal,45,153,1.5362076415470851
1129,13,inf_parietal,45,207,1.7945979368946765
1130,13,inf_parietal,45,45,1.7433254885799554
1131,13,inf_parietal,45,99,2.064359185505084
1132,13,inf_parietal,99,153,1.5528306247911883
1133,13,inf_parietal,99,207,1.6662517775814616
1134,13,inf_parietal,99,45,1.4833070386404792
1135,13,inf_parietal,99,99,1.900209429051258
1136,13,v5,153,153,1.9324656183065119
1137,13,v5,153,207,3.0458759352919778
1138,13,v5,153,45,3.280656918079343
1139,13,v5,153,99,2.6397289135245927
1140,13,v5,207,153,2.129156277979873
1141,13,v5,207,207,2.6600176962386666
1142,13,v5,207,45,1.4449851251465187
1143,13,v5,207,99,2.9074941418219487
1144,13,v5,45,153,1.3698033889420622
1145,13,v5,45,207,2.567744878224704
1146,13,v5,45,45,2.7129399329373567
1147,13,v5,45,99,4.496921084105384
1148,13,v5,99,153,1.8580114407845718
1149,13,v5,99,207,2.356680272156731
1150,13,v5,99,45,4.70998701590478
1151,13,v5,99,99,2.5582948799862066
1152,14,premotor,153,153,1.6083828943065628
1153,14,premotor,153,207,1.7392006886221902
1154,14,premotor,153,45,1.7753253157624822
1155,14,premotor,153,99,1.6585221197676
1156,14,premotor,207,153,1.706924092963374
1157,14,premotor,207,207,1.4487437596614248
1158,14,premotor,207,45,1.7262575123239463
