,Participants,Masks,Target Location Straight,Target Location Rotate,Kl Div
1159,14,premotor,207,99,1.7420577517969487
1160,14,premotor,45,153,1.7832699616314438
1161,14,premotor,45,207,1.4015480556028326
1162,14,premotor,45,45,1.6185400936566219
1163,14,premotor,45,99,1.6931309624780004
1164,14,premotor,99,153,1.708954736650324
1165,14,premotor,99,207,1.6421574330856412
1166,14,premotor,99,45,1.7216481409340878
1167,14,premotor,99,99,1.6361892408128158
1168,14,motor,153,153,2.124565007561829
1169,14,motor,153,207,1.9192688193935479
1170,14,motor,153,45,2.0002457066366377
1171,14,motor,153,99,2.243793279327937
1172,14,motor,207,153,2.112194446105047
1173,14,motor,207,207,2.131129217905813
1174,14,motor,207,45,2.3691535388730602
1175,14,motor,207,99,2.1670709963335075
1176,14,motor,45,153,1.9226781174940322
1177,14,motor,45,207,1.771255608194842
1178,14,motor,45,45,1.9424065352783155
1179,14,motor,45,99,2.198001573107951
1180,14,motor,99,153,2.459145613012579
1181,14,motor,99,207,1.951913681940737
1182,14,motor,99,45,1.8369652940169
1183,14,motor,99,99,2.324194644317398
1184,14,v1,153,153,1.5014941985830978
1185,14,v1,153,207,1.2209870324869214
1186,14,v1,153,45,1.186250182759066
1187,14,v1,153,99,1.7005225202232208
1188,14,v1,207,153,1.6171130629860362
1189,14,v1,207,207,1.3736325838020185
1190,14,v1,207,45,1.2452866434758858
1191,14,v1,207,99,1.6594576770724252
1192,14,v1,45,153,1.6471448374980988
1193,14,v1,45,207,1.0608203541286656
1194,14,v1,45,45,1.3221392993993417
1195,14,v1,45,99,1.5450646377438952
1196,14,v1,99,153,1.62589671456388
1197,14,v1,99,207,1.3556106044027139
1198,14,v1,99,45,1.3322856004899268
1199,14,v1,99,99,1.5646570619349112
1200,14,sup_parietal,153,153,2.2464873927842666
1201,14,sup_parietal,153,207,2.3566397850730088
1202,14,sup_parietal,153,45,2.952057065818538
1203,14,sup_parietal,153,99,1.7408142105297528
1204,14,sup_parietal,207,153,2.1870716347813315
1205,14,sup_parietal,207,207,2.57127968958447
1206,14,sup_parietal,207,45,1.9109384929128561
1207,14,sup_parietal,207,99,2.2420283664300977
1208,14,sup_parietal,45,153,2.4069140782175587
1209,14,sup_parietal,45,207,2.8538610228543675
1210,14,sup_parietal,45,45,2.4499895928682776
1211,14,sup_parietal,45,99,2.0690323271690625
1212,14,sup_parietal,99,153,2.395516268758187
1213,14,sup_parietal,99,207,1.607572210274789
1214,14,sup_parietal,99,45,2.0582413934482435
1215,14,sup_parietal,99,99,2.468561001249036
1216,14,inf_parietal,153,153,2.0132793687543717
1217,14,inf_parietal,153,207,1.4979006268844914
1218,14,inf_parietal,153,45,1.9917599852401242
1219,14,inf_parietal,153,99,1.941393733290365
1220,14,inf_parietal,207,153,2.052545792598055
1221,14,inf_parietal,207,207,1.7215212017103876
1222,14,inf_parietal,207,45,1.72517690775778
1223,14,inf_parietal,207,99,2.4169184908027024
1224,14,inf_parietal,45,153,2.113250178854769
1225,14,inf_parietal,45,207,1.8522892698199416
1226,14,inf_parietal,45,45,1.7617604307174926
1227,14,inf_parietal,45,99,1.91192842485463
1228,14,inf_parietal,99,153,2.0465865911840524
1229,14,inf_parietal,99,207,1.5786121664108603
1230,14,inf_parietal,99,45,1.918077081278032
1231,14,inf_parietal,99,99,1.8294788999496638
1232,14,v5,153,153,3.5986018910227466
1233,14,v5,153,207,3.8573661160246333
1234,14,v5,153,45,1.847744269041189
1235,14,v5,153,99,2.125515550633171
1236,14,v5,207,153,2.6328011585746927
1237,14,v5,207,207,2.889082198914025
1238,14,v5,207,45,1.7179770149345264
1239,14,v5,207,99,1.8690567658057962
1240,14,v5,45,153,2.887518905283738
1241,14,v5,45,207,1.9274484154601454
1242,14,v5,45,45,2.4949351372591484
1243,14,v5,45,99,2.110052291530655
1244,14,v5,99,153,1.5558127241309763
1245,14,v5,99,207,1.9318611699260413
1246,14,v5,99,45,1.3914498878321424
1247,14,v5,99,99,4.307395911497899
1248,15,premotor,153,153,2.028345384147198
1249,15,premotor,153,207,2.15300901190599
1250,15,premotor,153,45,1.9797785602712312
1251,15,premotor,153,99,2.0322287022880356
1252,15,premotor,207,153,2.0887294035646464
1253,15,premotor,207,207,2.1541997932531007
1254,15,premotor,207,45,1.8422376110439986
1255,15,premotor,207,99,2.1335905291483486
1256,15,premotor,45,153,2.340476112566317
1257,15,premotor,45,207,2.156928734882282
1258,15,premotor,45,45,1.8818185423281129
1259,15,premotor,45,99,2.1632765126941615
1260,15,premotor,99,153,2.0199936123711497
1261,15,premotor,99,207,1.8590666302970824
1262,15,premotor,99,45,1.7168694657421377
1263,15,premotor,99,99,2.1042303154117556
1264,15,motor,153,153,2.66399793387126
1265,15,motor,153,207,2.3864721005533682
1266,15,motor,153,45,2.039584137810807
1267,15,motor,153,99,1.785510027583122
1268,15,motor,207,153,2.1920502904592474
1269,15,motor,207,207,2.3442874763207815
1270,15,motor,207,45,2.1954130626815234
1271,15,motor,207,99,1.9692533759076594
1272,15,motor,45,153,2.3621503651367277
1273,15,motor,45,207,1.8710880248345478
1274,15,motor,45,45,2.1516129553952767
1275,15,motor,45,99,1.938026261414072
1276,15,motor,99,153,1.9497217644258507
1277,15,motor,99,207,2.049541124244082
1278,15,motor,99,45,2.524039258667372
1279,15,motor,99,99,2.3126864060563355
1280,15,v1,153,153,2.6618775664084167
1281,15,v1,153,207,1.661261547255616
1282,15,v1,153,45,1.6606672906079138
1283,15,v1,153,99,2.6640465806495843
1284,15,v1,207,153,2.1692917749466023
1285,15,v1,207,207,1.643440462475988
1286,15,v1,207,45,1.376950070015725
1287,15,v1,207,99,2.4381323898219107
1288,15,v1,45,153,2.8211074479384006
1289,15,v1,45,207,1.9749825904297267
1290,15,v1,45,45,2.0546451970842337
1291,15,v1,45,99,3.0119895848020324
1292,15,v1,99,153,2.393224413628792
1293,15,v1,99,207,1.555782281932389
1294,15,v1,99,45,1.4402094675271122
1295,15,v1,99,99,2.4581488885437794
1296,15,sup_parietal,153,153,2.566208614907027
1297,15,sup_parietal,153,207,3.5939689681023896
1298,15,sup_parietal,153,45,3.1556197463550797
1299,15,sup_parietal,153,99,4.955505370735358
1300,15,sup_parietal,207,153,3.6456064680082507
1301,15,sup_parietal,207,207,3.530906840907536
1302,15,sup_parietal,207,45,3.410204825361225
1303,15,sup_parietal,207,99,4.995556327630533
1304,15,sup_parietal,45,153,3.59646640680819
1305,15,sup_parietal,45,207,4.383736660367871
1306,15,sup_parietal,45,45,4.039825702291743
1307,15,sup_parietal,45,99,4.3723927374328255
1308,15,sup_parietal,99,153,3.62440085985085
1309,15,sup_parietal,99,207,3.0352402955368496
1310,15,sup_parietal,99,45,3.3578504499862882
1311,15,sup_parietal,99,99,3.2645545002352803
1312,15,inf_parietal,153,153,2.289547653086839
1313,15,inf_parietal,153,207,2.1425133869550237
1314,15,inf_parietal,153,45,2.4666293436123
1315,15,inf_parietal,153,99,2.9289535135406766
1316,15,inf_parietal,207,153,2.1867105745996764
1317,15,inf_parietal,207,207,2.390858250333412
1318,15,inf_parietal,207,45,1.995341411550599
1319,15,inf_parietal,207,99,2.2549402213606293
1320,15,inf_parietal,45,153,2.1928954689594433
1321,15,inf_parietal,45,207,2.476551892361037
1322,15,inf_parietal,45,45,2.141744988723545
1323,15,inf_parietal,45,99,2.44537441769484
1324,15,inf_parietal,99,153,2.290166191854743
1325,15,inf_parietal,99,207,2.028710957814912
1326,15,inf_parietal,99,45,2.4414476116261374
1327,15,inf_parietal,99,99,2.2515993718227554
1328,15,v5,153,153,2.7671508808433956
1329,15,v5,153,207,2.1775278599431798
1330,15,v5,153,45,3.528570681958593
1331,15,v5,153,99,4.177416211440391
1332,15,v5,207,153,3.2859029757074607
1333,15,v5,207,207,4.115958381078208
1334,15,v5,207,45,2.416325791466568
1335,15,v5,207,99,4.058955151693489
1336,15,v5,45,153,3.020218899243037
1337,15,v5,45,207,3.2812590912806505
1338,15,v5,45,45,2.3347487395017765
1339,15,v5,45,99,4.392761570334436
1340,15,v5,99,153,4.351828184230898
1341,15,v5,99,207,3.5390407496572722
1342,15,v5,99,45,3.04699528983953
1343,15,v5,99,99,6.684233428787453
1344,16,premotor,153,153,1.7571775844216708
1345,16,premotor,153,207,1.5638321117345808
1346,16,premotor,153,45,1.705421980165303
1347,16,premotor,153,99,1.6320075915663441
1348,16,premotor,207,153,1.807451060986026
1349,16,premotor,207,207,1.518863560034093
1350,16,premotor,207,45,1.6326044724128383
1351,16,premotor,207,99,1.6978901041401644
1352,16,premotor,45,153,1.5901510628587459
1353,16,premotor,45,207,1.502946383866386
1354,16,premotor,45,45,1.6597770868101165
1355,16,premotor,45,99,1.638794794560769
1356,16,premotor,99,153,1.616048326767569
1357,16,premotor,99,207,1.5632298127144577
1358,16,premotor,99,45,1.5672479381584117
1359,16,premotor,99,99,1.4500153432306837
1360,16,motor,153,153,2.0170405923568233
1361,16,motor,153,207,1.1492516461311064
1362,16,motor,153,45,2.1448102347348454
1363,16,motor,153,99,1.7545110159686252
1364,16,motor,207,153,2.023993052173906
1365,16,motor,207,207,1.7368461989435595
1366,16,motor,207,45,2.248177050606216
1367,16,motor,207,99,1.9844545396046043
1368,16,motor,45,153,1.682236524460922
1369,16,motor,45,207,1.7521772245179081
1370,16,motor,45,45,2.1098401207192414
1371,16,motor,45,99,1.6904802111654738
1372,16,motor,99,153,1.8125723136948602
1373,16,motor,99,207,1.412140686758388
1374,16,motor,99,45,1.765733805524464
1375,16,motor,99,99,1.7334810172121617
1376,16,v1,153,153,1.3495013677094967
1377,16,v1,153,207,1.6479729467100244
1378,16,v1,153,45,0.7549794231167444
1379,16,v1,153,99,1.2606260855524163
1380,16,v1,207,153,1.3989340429111352
1381,16,v1,207,207,1.6910428306896124
1382,16,v1,207,45,1.0385908916816762
1383,16,v1,207,99,1.3685720577685556
1384,16,v1,45,153,1.4594646492378116
1385,16,v1,45,207,1.340236996016932
1386,16,v1,45,45,1.0115547729673606
1387,16,v1,45,99,1.399661102091327
1388,16,v1,99,153,1.7104860663702781
1389,16,v1,99,207,1.6572915961289638
1390,16,v1,99,45,0.9052193913687933
1391,16,v1,99,99,1.2603925314663662
1392,16,sup_parietal,153,153,2.853033691939565
1393,16,sup_parietal,153,207,2.9763063156510703
1394,16,sup_parietal,153,45,2.985360051449022
1395,16,sup_parietal,153,99,2.640632168213658
1396,16,sup_parietal,207,153,2.631081156054745
1397,16,sup_parietal,207,207,2.4306719010909914
1398,16,sup_parietal,207,45,2.6290688731686602
1399,16,sup_parietal,207,99,2.158732615959982
1400,16,sup_parietal,45,153,2.8730808209590935
1401,16,sup_parietal,45,207,3.0409172598162044
1402,16,sup_parietal,45,45,2.872506042891985
1403,16,sup_parietal,45,99,2.8067003632932277
1404,16,sup_parietal,99,153,3.0719529863991277
1405,16,sup_parietal,99,207,3.1021583191423927
1406,16,sup_parietal,99,45,2.9510220435368697
1407,16,sup_parietal,99,99,2.889993127226947
1408,16,inf_parietal,153,153,2.086581094333681
1409,16,inf_parietal,153,207,2.114110100222063
1410,16,inf_parietal,153,45,2.206158824472567
1411,16,inf_parietal,153,99,1.852465024241584
1412,16,inf_parietal,207,153,2.570087994200182
1413,16,inf_parietal,207,207,1.9153407524675763
1414,16,inf_parietal,207,45,1.847113237867719
1415,16,inf_parietal,207,99,2.3974190801079933
1416,16,inf_parietal,45,153,2.415567434957355
1417,16,inf_parietal,45,207,2.1154234320481593
1418,16,inf_parietal,45,45,2.2489716914584585
1419,16,inf_parietal,45,99,2.36820856439471
1420,16,inf_parietal,99,153,2.064573581514978
1421,16,inf_parietal,99,207,1.953728108936336
1422,16,inf_parietal,99,45,2.144273183400222
1423,16,inf_parietal,99,99,2.1882015110421777
1424,16,v5,153,153,3.6686739269800492
1425,16,v5,153,207,2.557320293721356
1426,16,v5,153,45,4.10399049641877
1427,16,v5,153,99,2.9411615749864377
1428,16,v5,207,153,3.7900299503206
1429,16,v5,207,207,2.7038579210158433
1430,16,v5,207,45,3.4252982118467505
1431,16,v5,207,99,2.2791602510410054
1432,16,v5,45,153,2.64196199077527
1433,16,v5,45,207,3.0506651591230973
1434,16,v5,45,45,3.975918374741658
1435,16,v5,45,99,4.245914493002114
1436,16,v5,99,153,3.7358052216209514
1437,16,v5,99,207,3.914899796923548
1438,16,v5,99,45,3.2821021672166832
1439,16,v5,99,99,3.0687069554377544
1440,17,premotor,153,153,1.4689629753197004
1441,17,premotor,153,207,1.3269594240561684
1442,17,premotor,153,45,1.4003398976547867
1443,17,premotor,153,99,1.4551127573001859
1444,17,premotor,207,153,1.4110331722587937
1445,17,premotor,207,207,1.3514433444609575
1446,17,premotor,207,45,1.5287961221649375
1447,17,premotor,207,99,1.585877688094693
1448,17,premotor,45,153,1.5277031384388962
1449,17,premotor,45,207,1.2913967212408766
1450,17,premotor,45,45,1.4898190241248028
1451,17,premotor,45,99,1.7281398663539658
1452,17,premotor,99,153,1.7656190169309607
1453,17,premotor,99,207,1.5969642233828298
1454,17,premotor,99,45,1.6174932954647614
1455,17,premotor,99,99,1.6210118012134895
1456,17,motor,153,153,1.7026017294567453
1457,17,motor,153,207,1.972217418241967
1458,17,motor,153,45,1.8537242247006287
1459,17,motor,153,99,1.6713091210501219
1460,17,motor,207,153,1.7199204879317858
1461,17,motor,207,207,1.7612296110069838
1462,17,motor,207,45,1.583764581817709
1463,17,motor,207,99,1.9506636247231812
1464,17,motor,45,153,1.776322892424141
1465,17,motor,45,207,1.8162428679201654
1466,17,motor,45,45,1.331120675849624
1467,17,motor,45,99,1.462680024927037
1468,17,motor,99,153,1.9074823537909122
1469,17,motor,99,207,1.9843018823830727
1470,17,motor,99,45,1.7912171367831646
1471,17,motor,99,99,1.736197746283751
1472,17,v1,153,153,1.593206367585366
1473,17,v1,153,207,1.270361586344475
1474,17,v1,153,45,0.8398694547057383
1475,17,v1,153,99,1.0342250892326077
1476,17,v1,207,153,1.4787646477606033
1477,17,v1,207,207,1.1488438995642967
1478,17,v1,207,45,0.7708164895521581
1479,17,v1,207,99,1.1488799355208703
1480,17,v1,45,153,1.8417747814625072
1481,17,v1,45,207,1.0797860508594121
1482,17,v1,45,45,0.6554329390884632
1483,17,v1,45,99,1.1087501254970156
1484,17,v1,99,153,1.369432317799685
1485,17,v1,99,207,1.1343988850903703
1486,17,v1,99,45,0.7796614263287907
1487,17,v1,99,99,0.9637658258884972
1488,17,sup_parietal,153,153,2.2430010607310162
1489,17,sup_parietal,153,207,1.8967768118782078
1490,17,sup_parietal,153,45,1.8206006263423145
1491,17,sup_parietal,153,99,2.606659120204869
1492,17,sup_parietal,207,153,1.8722674814842843
1493,17,sup_parietal,207,207,1.6850261052447766
1494,17,sup_parietal,207,45,1.824073053663155
1495,17,sup_parietal,207,99,1.696838169715808
1496,17,sup_parietal,45,153,1.9515147461757847
1497,17,sup_parietal,45,207,1.112479945416673
1498,17,sup_parietal,45,45,2.200937866905482
1499,17,sup_parietal,45,99,2.468174153117408
1500,17,sup_parietal,99,153,2.248940884328437
1501,17,sup_parietal,99,207,2.0162886625098855
1502,17,sup_parietal,99,45,2.32926670184969
1503,17,sup_parietal,99,99,2.615189783944018
1504,17,inf_parietal,153,153,1.7880577077049566
1505,17,inf_parietal,153,207,2.2313831071425154
1506,17,inf_parietal,153,45,2.0351184466440717
1507,17,inf_parietal,153,99,2.0203859564829942
1508,17,inf_parietal,207,153,1.9736397862989228
1509,17,inf_parietal,207,207,1.820989028282549
1510,17,inf_parietal,207,45,1.5679975375487403
1511,17,inf_parietal,207,99,1.7233631935765823
1512,17,inf_parietal,45,153,2.2607042189756372
1513,17,inf_parietal,45,207,1.7707053941364113
1514,17,inf_parietal,45,45,1.5616007054606489
1515,17,inf_parietal,45,99,1.7583450316523594
1516,17,inf_parietal,99,153,1.986029784552864
1517,17,inf_parietal,99,207,1.6601830226301395
1518,17,inf_parietal,99,45,2.0654511128537516
1519,17,inf_parietal,99,99,1.961755792849232
1520,17,v5,153,153,1.8318488497511756
1521,17,v5,153,207,3.0215077206933145
1522,17,v5,153,45,1.4472003968588778
1523,17,v5,153,99,1.7886914334588844
1524,17,v5,207,153,1.9607195235821235
1525,17,v5,207,207,2.7987228709069063
1526,17,v5,207,45,1.7091276722190112
1527,17,v5,207,99,2.0844949560832466
1528,17,v5,45,153,1.8049878442873222
1529,17,v5,45,207,2.1755145198410832
1530,17,v5,45,45,1.9355686753161634
1531,17,v5,45,99,1.829913592435945
1532,17,v5,99,153,1.8806471279651857
1533,17,v5,99,207,2.1672920239465445
1534,17,v5,99,45,1.5601079490665364
1535,17,v5,99,99,2.516121270330612
1536,18,premotor,153,153,1.5347044558052567
1537,18,premotor,153,207,1.4516840235183017
1538,18,premotor,153,45,1.542467048905813
1539,18,premotor,153,99,1.39238304418341
1540,18,premotor,207,153,1.604799484163708
1541,18,premotor,207,207,1.4028180498362435
1542,18,premotor,207,45,1.5743424506340506
1543,18,premotor,207,99,1.4437388978157104
1544,18,premotor,45,153,1.687870772545452
1545,18,premotor,45,207,1.280553652360036
1546,18,premotor,45,45,1.6527047828049697
1547,18,premotor,45,99,1.6826757492123061
1548,18,premotor,99,153,1.527584174235474
1549,18,premotor,99,207,1.3654005394999367
1550,18,premotor,99,45,1.3546350603285728
1551,18,premotor,99,99,1.3181490081282556
1552,18,motor,153,153,1.8451995720786982
1553,18,motor,153,207,1.7350805922614563
1554,18,motor,153,45,2.1964422733047257
1555,18,motor,153,99,1.6334477186928602
1556,18,motor,207,153,1.7260918413312627
1557,18,motor,207,207,1.7685084983501693
1558,18,motor,207,45,1.7379474023498438
1559,18,motor,207,99,1.4524822241590778
1560,18,motor,45,153,2.0476244072167553
1561,18,motor,45,207,1.4238203201567639
1562,18,motor,45,45,1.645744166447476
1563,18,motor,45,99,2.1316827308334196
1564,18,motor,99,153,2.1467240295602856
1565,18,motor,99,207,2.010329705771988
1566,18,motor,99,45,2.108026330737478
1567,18,motor,99,99,1.5464837829397227
1568,18,v1,153,153,0.9762506387512411
1569,18,v1,153,207,0.5974328241606177
1570,18,v1,153,45,0.7774894371959514
1571,18,v1,153,99,0.8603019526835066
1572,18,v1,207,153,0.8956739566720016
1573,18,v1,207,207,0.7215767100893762
1574,18,v1,207,45,0.7738682265817658
1575,18,v1,207,99,1.0762483913591905
1576,18,v1,45,153,1.0095909330526256
1577,18,v1,45,207,0.6483321362262053
1578,18,v1,45,45,0.7048192674428284
1579,18,v1,45,99,0.7991268015114612
1580,18,v1,99,153,0.9854393104095112
1581,18,v1,99,207,0.730076878610068
1582,18,v1,99,45,0.6358039104320301
1583,18,v1,99,99,0.8955971640346034
1584,18,sup_parietal,153,153,1.9487740210567956
1585,18,sup_parietal,153,207,1.8982844651026345
1586,18,sup_parietal,153,45,1.6904271761689602
1587,18,sup_parietal,153,99,2.131531423388603
1588,18,sup_parietal,207,153,2.2095747620389132
1589,18,sup_parietal,207,207,1.8519636555325645
1590,18,sup_parietal,207,45,1.7619770487290025
1591,18,sup_parietal,207,99,1.9050016303948354
1592,18,sup_parietal,45,153,2.1039087438803987
1593,18,sup_parietal,45,207,1.5656097146634018
1594,18,sup_parietal,45,45,2.1594196469579625
1595,18,sup_parietal,45,99,2.152812311969336
1596,18,sup_parietal,99,153,2.009548572097699
1597,18,sup_parietal,99,207,1.7025552075899555
1598,18,sup_parietal,99,45,1.6300085003302
1599,18,sup_parietal,99,99,1.5988791670819458
1600,18,inf_parietal,153,153,1.6072987552324078
1601,18,inf_parietal,153,207,1.5825617660269193
1602,18,inf_parietal,153,45,1.5427297661898378
1603,18,inf_parietal,153,99,1.7295227317702038
1604,18,inf_parietal,207,153,1.3473727735188037
1605,18,inf_parietal,207,207,1.3496362151771493
1606,18,inf_parietal,207,45,1.940966387195794
1607,18,inf_parietal,207,99,1.5723729471388985
1608,18,inf_parietal,45,153,1.7902888153993715
1609,18,inf_parietal,45,207,1.771085594552419
1610,18,inf_parietal,45,45,2.090490231128533
1611,18,inf_parietal,45,99,1.5625715016799553
1612,18,inf_parietal,99,153,1.652686323513803
1613,18,inf_parietal,99,207,1.836668303753624
1614,18,inf_parietal,99,45,1.8396725648030687
1615,18,inf_parietal,99,99,1.5120209595181273
1616,18,v5,153,153,2.1044089232445007
1617,18,v5,153,207,1.5871426448286217
1618,18,v5,153,45,1.271246827868403
1619,18,v5,153,99,1.4362957479484364
1620,18,v5,207,153,2.383324198751283
1621,18,v5,207,207,1.860116091085342
1622,18,v5,207,45,1.6455527718903193
1623,18,v5,207,99,1.8376947225037146
1624,18,v5,45,153,1.8800917055234754
1625,18,v5,45,207,1.1565765029366553
1626,18,v5,45,45,1.375227877676884
1627,18,v5,45,99,1.4563329894474353
1628,18,v5,99,153,2.3007686961994382
1629,18,v5,99,207,1.3559702580721629
1630,18,v5,99,45,1.3958967250083822
1631,18,v5,99,99,2.1789297949005904
1632,19,premotor,153,153,1.8224441775531648
1633,19,premotor,153,207,1.5885947917455785
1634,19,premotor,153,45,1.9462258142734319
1635,19,premotor,153,99,1.6562862011983586
1636,19,premotor,207,153,1.8001432100873371
1637,19,premotor,207,207,1.4879240870162107
1638,19,premotor,207,45,1.8181642957971036
1639,19,premotor,207,99,1.5670244654909915
1640,19,premotor,45,153,1.8969425173132848
1641,19,premotor,45,207,1.7375681440074664
1642,19,premotor,45,45,1.915746155216865
1643,19,premotor,45,99,1.8475745032181488
1644,19,premotor,99,153,1.7198654007317393
1645,19,premotor,99,207,1.6607437414465716
1646,19,premotor,99,45,1.7887115764749142
1647,19,premotor,99,99,1.7872804700306026
1648,19,motor,153,153,1.8761431095565084
1649,19,motor,153,207,1.5800022398906761
1650,19,motor,153,45,1.7363474925586413
1651,19,motor,153,99,1.9997882962135276
1652,19,motor,207,153,2.106785553878118
1653,19,motor,207,207,1.5795781051320386
1654,19,motor,207,45,1.9821514764550698
1655,19,motor,207,99,1.6114988311302918
1656,19,motor,45,153,2.1002234431893267
1657,19,motor,45,207,1.982944652097454
1658,19,motor,45,45,2.4880017374258423
1659,19,motor,45,99,2.077957593124515
1660,19,motor,99,153,2.2102888780454553
1661,19,motor,99,207,1.7833388591344594
1662,19,motor,99,45,1.962884084060034
1663,19,motor,99,99,1.954257577937312
1664,19,v1,153,153,1.526150802100543
1665,19,v1,153,207,0.9545494547671953
1666,19,v1,153,45,1.342688105405893
1667,19,v1,153,99,1.5230219873887227
1668,19,v1,207,153,1.4274734988654223
1669,19,v1,207,207,0.9553585711246435
1670,19,v1,207,45,1.5665871993617997
1671,19,v1,207,99,1.6756591609092655
1672,19,v1,45,153,1.7253488973196303
1673,19,v1,45,207,0.8696865511549569
1674,19,v1,45,45,1.690587806019562
1675,19,v1,45,99,1.6400639757889908
1676,19,v1,99,153,1.6688666458202133
1677,19,v1,99,207,1.4630677386172435
1678,19,v1,99,45,1.8683167123614632
1679,19,v1,99,99,1.8249720676987917
1680,19,sup_parietal,153,153,4.158627707687868
1681,19,sup_parietal,153,207,2.459375199696717
1682,19,sup_parietal,153,45,3.528104625879657
1683,19,sup_parietal,153,99,3.3766605834577557
1684,19,sup_parietal,207,153,4.424044113575661
1685,19,sup_parietal,207,207,2.898319840897945
1686,19,sup_parietal,207,45,2.9188888437349276
1687,19,sup_parietal,207,99,2.448578533797031
1688,19,sup_parietal,45,153,4.180086894508303
1689,19,sup_parietal,45,207,2.4199333497192708
1690,19,sup_parietal,45,45,3.197151392067791
1691,19,sup_parietal,45,99,3.2248548143050852
1692,19,sup_parietal,99,153,3.1122975577318788
1693,19,sup_parietal,99,207,2.807012206524615
1694,19,sup_parietal,99,45,3.101188495271405
1695,19,sup_parietal,99,99,3.3234433202751728
1696,19,inf_parietal,153,153,2.095565929357905
1697,19,inf_parietal,153,207,2.0501056236545594
1698,19,inf_parietal,153,45,2.426241241986401
1699,19,inf_parietal,153,99,2.377546875164113
1700,19,inf_parietal,207,153,1.943156763394598
1701,19,inf_parietal,207,207,2.0733477088117347
1702,19,inf_parietal,207,45,2.4691315881694758
1703,19,inf_parietal,207,99,2.410922452651429
1704,19,inf_parietal,45,153,2.534958990272142
1705,19,inf_parietal,45,207,1.9155374464277797
1706,19,inf_parietal,45,45,2.4219336259124096
1707,19,inf_parietal,45,99,2.7283381122813593
1708,19,inf_parietal,99,153,2.217844366304768
1709,19,inf_parietal,99,207,1.8227243838154015
1710,19,inf_parietal,99,45,2.202855232671723
1711,19,inf_parietal,99,99,2.4057082090721362
1712,19,v5,153,153,2.3094517299216446
1713,19,v5,153,207,3.168863200744984
1714,19,v5,153,45,2.6038526339488053
1715,19,v5,153,99,4.28190628473006
1716,19,v5,207,153,3.296680820461515
1717,19,v5,207,207,1.6757572308694233
1718,19,v5,207,45,4.5558984457629865
1719,19,v5,207,99,2.5494160537602695
1720,19,v5,45,153,3.8892107402172247
1721,19,v5,45,207,2.7706808313605373
1722,19,v5,45,45,3.2724861270049943
1723,19,v5,45,99,2.587668510936772
1724,19,v5,99,153,4.301479482232665
1725,19,v5,99,207,3.7230282352474524
1726,19,v5,99,45,2.2888399511065853
1727,19,v5,99,99,3.9453875849642834
