,Participants,Masks,Target Location Straight,Target Location Rotate,RDM Correlations
581,07,premotor,207,207,0.04069785226601763
582,07,premotor,207,45,0.04015804714898488
583,07,premotor,207,99,0.0362689392158944
584,07,premotor,45,153,0.036366114744190735
585,07,premotor,45,207,0.03431956819143077
586,07,premotor,45,45,0.035548237168449265
587,07,premotor,45,99,0.03683561918338381
588,07,premotor,99,153,0.04085993283574777
589,07,premotor,99,207,0.04600658212010313
590,07,premotor,99,45,0.055041532572700703
591,07,premotor,99,99,0.036525932269795836
592,07,motor,153,153,0.03568174972512876
593,07,motor,153,207,0.028738932903086763
594,07,motor,153,45,0.03568074006208825
595,07,motor,153,99,0.024159948774491943
596,07,motor,207,153,0.043470885117512154
597,07,motor,207,207,0.044844361280987
598,07,motor,207,45,0.06054663787554067
599,07,motor,207,99,0.02526423435697678
600,07,motor,45,153,0.06562936889011795
601,07,motor,45,207,0.03423581103587866
602,07,motor,45,45,0.00804950520547677
603,07,motor,45,99,0.017402893400548777
604,07,motor,99,153,0.008431649964162369
605,07,motor,99,207,0.008907559167842298
606,07,motor,99,45,0.04358963874366017
607,07,motor,99,99,0.033843275407138794
608,07,v1,153,153,0.1956420684960635
609,07,v1,153,207,0.0923458465840673
610,07,v1,153,45,0.0875905565097922
611,07,v1,153,99,0.07859410726897725
612,07,v1,207,153,0.10171686150836728
613,07,v1,207,207,0.1638001679928341
614,07,v1,207,45,0.0724132447186339
615,07,v1,207,99,0.04057790740465271
616,07,v1,45,153,0.07882133113514928
617,07,v1,45,207,0.07755256392456952
618,07,v1,45,45,0.23793057365067838
619,07,v1,45,99,0.09885424751674257
620,07,v1,99,153,0.08115098020247381
621,07,v1,99,207,0.05861278327547112
622,07,v1,99,45,0.14856227027543573
623,07,v1,99,99,0.21911557447482616
624,07,sup_parietal,153,153,0.0797977129882051
625,07,sup_parietal,153,207,0.1120677127140145
626,07,sup_parietal,153,45,0.07407596301166612
627,07,sup_parietal,153,99,0.12304211422969527
628,07,sup_parietal,207,153,0.10582738829211139
629,07,sup_parietal,207,207,0.10917085060116413
630,07,sup_parietal,207,45,0.13941084098389273
631,07,sup_parietal,207,99,0.10078068686638827
632,07,sup_parietal,45,153,0.05864051919296251
633,07,sup_parietal,45,207,0.13638246362074496
634,07,sup_parietal,45,45,0.09943986296677822
635,07,sup_parietal,45,99,0.0737456826312427
636,07,sup_parietal,99,153,0.07545441295492461
637,07,sup_parietal,99,207,0.0834069652787322
638,07,sup_parietal,99,45,0.1192985472579158
639,07,sup_parietal,99,99,0.11348830368373311
640,07,inf_parietal,153,153,0.007555146550954156
641,07,inf_parietal,153,207,0.00784676812064472
642,07,inf_parietal,153,45,0.029414620476287047
643,07,inf_parietal,153,99,0.012575771645508983
644,07,inf_parietal,207,153,0.00951606500487197
645,07,inf_parietal,207,207,0.007588474131344255
646,07,inf_parietal,207,45,0.05870750816059064
647,07,inf_parietal,207,99,-0.0064083831475675425
648,07,inf_parietal,45,153,0.04696947155650055
649,07,inf_parietal,45,207,0.04626546266968671
650,07,inf_parietal,45,45,0.032754807534301045
651,07,inf_parietal,45,99,0.02358739991571456
652,07,inf_parietal,99,153,0.026143120675713453
653,07,inf_parietal,99,207,0.01806651935039253
654,07,inf_parietal,99,45,0.033699685880893046
655,07,inf_parietal,99,99,0.044666572254850406
656,07,v5,153,153,0.1324496060781571
657,07,v5,153,207,0.016568632008208233
658,07,v5,153,45,-0.040414797887357086
659,07,v5,153,99,0.004105035549787401
660,07,v5,207,153,0.007030887785666707
661,07,v5,207,207,0.03260428065843302
662,07,v5,207,45,0.11766182621313136
663,07,v5,207,99,0.0657149194839221
664,07,v5,45,153,-0.026757758950081773
665,07,v5,45,207,0.004487528373306694
666,07,v5,45,45,0.027599505349943605
667,07,v5,45,99,0.046613044223287575
668,07,v5,99,153,0.006240774183780506
669,07,v5,99,207,0.04359223555260333
670,07,v5,99,45,0.048578749065275234
671,07,v5,99,99,-0.026827902794659967
672,08,premotor,153,153,0.027207336646992104
673,08,premotor,153,207,0.03391471222452489
674,08,premotor,153,45,0.04658362483430867
675,08,premotor,153,99,0.028419736674121832
676,08,premotor,207,153,0.01866646290862277
677,08,premotor,207,207,0.006368202341775295
678,08,premotor,207,45,0.031366587323385355
679,08,premotor,207,99,0.013746093819488603
680,08,premotor,45,153,0.04437666144824701
681,08,premotor,45,207,0.047800608483995935
682,08,premotor,45,45,0.01065087629330287
683,08,premotor,45,99,0.03233453585504043
684,08,premotor,99,153,0.021112768901113573
685,08,premotor,99,207,0.022422621363384715
686,08,premotor,99,45,0.028693441425394855
687,08,premotor,99,99,0.01733780474569829
688,08,motor,153,153,-0.01433550832159847
689,08,motor,153,207,0.027902565792776383
690,08,motor,153,45,0.01769765233047721
691,08,motor,153,99,0.012572925375972762
692,08,motor,207,153,-0.0021037023480350524
693,08,motor,207,207,0.056353027063837775
694,08,motor,207,45,0.01820430886406342
695,08,motor,207,99,0.021193005965484037
696,08,motor,45,153,0.025560659083233985
697,08,motor,45,207,0.02982455771864816
698,08,motor,45,45,0.06645085542075864
699,08,motor,45,99,0.018845435820139336
700,08,motor,99,153,-0.007577016473258924
701,08,motor,99,207,0.010510593868223356
702,08,motor,99,45,0.032347700588983765
703,08,motor,99,99,0.00882715391183554
704,08,v1,153,153,0.2864903956500711
705,08,v1,153,207,0.21541406275540803
706,08,v1,153,45,0.23989112622778763
707,08,v1,153,99,0.14818296657617047
708,08,v1,207,153,0.18881427920690783
709,08,v1,207,207,0.307136049994351
710,08,v1,207,45,0.19437091732179262
711,08,v1,207,99,0.16143213012555066
712,08,v1,45,153,0.16184047629281134
713,08,v1,45,207,0.20876452099241538
714,08,v1,45,45,0.26118590454240587
715,08,v1,45,99,0.12847317161839422
716,08,v1,99,153,0.18915889487768633
717,08,v1,99,207,0.16847750839771874
718,08,v1,99,45,0.18354907458663383
719,08,v1,99,99,0.23412233042439873
720,08,sup_parietal,153,153,0.10037450295429118
721,08,sup_parietal,153,207,0.11029231697379241
722,08,sup_parietal,153,45,0.10124483146469376
723,08,sup_parietal,153,99,0.07278595531261979
724,08,sup_parietal,207,153,0.1258185973577938
725,08,sup_parietal,207,207,0.1474147387769772
726,08,sup_parietal,207,45,0.144255745161974
727,08,sup_parietal,207,99,0.08171605118661678
728,08,sup_parietal,45,153,0.10587251411323015
729,08,sup_parietal,45,207,0.1188486483011417
730,08,sup_parietal,45,45,0.0669009476415618
731,08,sup_parietal,45,99,0.07862649672267442
732,08,sup_parietal,99,153,0.06864682209430009
733,08,sup_parietal,99,207,0.08081721050940742
734,08,sup_parietal,99,45,0.07626038511899615
735,08,sup_parietal,99,99,0.062029487637629374
736,08,inf_parietal,153,153,0.001873118850794154
737,08,inf_parietal,153,207,0.027793998671600456
738,08,inf_parietal,153,45,0.021364680440659523
739,08,inf_parietal,153,99,-0.00971687151542806
740,08,inf_parietal,207,153,0.02813570437104955
741,08,inf_parietal,207,207,0.018842967622619843
742,08,inf_parietal,207,45,0.01510082925239496
743,08,inf_parietal,207,99,0.02659910242855068
744,08,inf_parietal,45,153,0.01213898326066468
745,08,inf_parietal,45,207,0.010094489834505253
746,08,inf_parietal,45,45,0.0004823226690625832
747,08,inf_parietal,45,99,0.012546127286026904
748,08,inf_parietal,99,153,0.030809399897414536
749,08,inf_parietal,99,207,0.0264999022937238
750,08,inf_parietal,99,45,0.04174377032095461
751,08,inf_parietal,99,99,-0.017620204118316427
752,08,v5,153,153,0.1007177016116541
753,08,v5,153,207,0.05075231080315162
754,08,v5,153,45,0.010530368692488752
755,08,v5,153,99,-0.0035168124432684348
756,08,v5,207,153,-0.03584257212461057
757,08,v5,207,207,0.022502491506515995
758,08,v5,207,45,0.0033445299039630057
759,08,v5,207,99,-0.029984498631524668
760,08,v5,45,153,0.022651610544045648
761,08,v5,45,207,0.02034016311763414
762,08,v5,45,45,0.05415258887056952
763,08,v5,45,99,0.040496491846208356
764,08,v5,99,153,0.03979925409669278
765,08,v5,99,207,0.007722355654652674
766,08,v5,99,45,0.0042095973897223245
767,08,v5,99,99,0.010044478075614604
768,09,premotor,153,153,0.02463893337486485
769,09,premotor,153,207,0.020323138079092744
770,09,premotor,153,45,0.022194619952521484
771,09,premotor,153,99,0.028008123767392284
772,09,premotor,207,153,0.017299405936052364
773,09,premotor,207,207,0.0020995405532004876
774,09,premotor,207,45,-0.00027591622287491033
775,09,premotor,207,99,0.005833911134101829
776,09,premotor,45,153,0.008921045924019459
777,09,premotor,45,207,0.01478166689514099
778,09,premotor,45,45,0.015837750254090177
779,09,premotor,45,99,0.014934795897719878
780,09,premotor,99,153,0.015973297693279657
781,09,premotor,99,207,0.013647208030871895
782,09,premotor,99,45,0.012162005321759699
783,09,premotor,99,99,0.022213364412442538
784,09,motor,153,153,0.03362041014053395
785,09,motor,153,207,-0.006353881055236471
786,09,motor,153,45,-0.009851210928020923
787,09,motor,153,99,0.009666661528048416
788,09,motor,207,153,0.028438426100412622
789,09,motor,207,207,0.04258806982756952
790,09,motor,207,45,-0.007028941229883491
791,09,motor,207,99,0.01720233453826536
792,09,motor,45,153,0.018129924402060394
793,09,motor,45,207,0.008014875798418917
794,09,motor,45,45,0.008641798419166636
795,09,motor,45,99,0.016595404097738266
796,09,motor,99,153,0.013463296296384422
797,09,motor,99,207,0.000599649425296442
798,09,motor,99,45,0.022997728530903528
799,09,motor,99,99,0.002674663416828401
800,09,v1,153,153,0.2703569610691969
801,09,v1,153,207,0.15728569022113076
802,09,v1,153,45,0.10581698788953195
803,09,v1,153,99,0.12803312453857987
804,09,v1,207,153,0.14350355608132823
805,09,v1,207,207,0.15304915640993427
806,09,v1,207,45,0.09918623487852374
807,09,v1,207,99,0.07238025273770739
808,09,v1,45,153,0.12030939151848466
809,09,v1,45,207,0.17312006326979051
810,09,v1,45,45,0.1465293825570561
811,09,v1,45,99,0.10211511665404614
812,09,v1,99,153,0.14211174452049158
813,09,v1,99,207,0.07311022992493864
814,09,v1,99,45,0.10945970854351647
815,09,v1,99,99,0.14606183411101212
816,09,sup_parietal,153,153,0.06641893481350511
817,09,sup_parietal,153,207,0.04159844063329735
818,09,sup_parietal,153,45,0.07245306076880255
819,09,sup_parietal,153,99,0.09205472241536136
820,09,sup_parietal,207,153,0.08286027175013787
821,09,sup_parietal,207,207,0.09267463417646693
822,09,sup_parietal,207,45,0.05737966127523614
823,09,sup_parietal,207,99,0.08963139483146187
824,09,sup_parietal,45,153,0.07807870928789618
825,09,sup_parietal,45,207,0.08066141429737247
826,09,sup_parietal,45,45,0.12337165856517135
827,09,sup_parietal,45,99,0.08351697989999729
828,09,sup_parietal,99,153,0.06740478886169889
829,09,sup_parietal,99,207,0.06155845908039297
830,09,sup_parietal,99,45,0.03922157771109352
831,09,sup_parietal,99,99,0.09717290228915548
832,09,inf_parietal,153,153,2.0178789808322404e-05
833,09,inf_parietal,153,207,0.027503211192851776
834,09,inf_parietal,153,45,-0.00553917311342064
835,09,inf_parietal,153,99,0.022962946466789768
836,09,inf_parietal,207,153,0.013013981840094987
837,09,inf_parietal,207,207,0.04434427868661634
838,09,inf_parietal,207,45,0.013830456438721874
839,09,inf_parietal,207,99,-0.00011278457682460294
840,09,inf_parietal,45,153,0.039517121698431815
841,09,inf_parietal,45,207,0.044741776091861155
842,09,inf_parietal,45,45,0.02121073599652826
843,09,inf_parietal,45,99,0.028669813418983114
844,09,inf_parietal,99,153,-0.0024068208501748685
845,09,inf_parietal,99,207,-0.00785382815710139
846,09,inf_parietal,99,45,-0.026423378327860705
847,09,inf_parietal,99,99,0.008164231358517397
848,09,v5,153,153,0.022803061408116106
849,09,v5,153,207,0.03899793796326898
850,09,v5,153,45,0.030499659366992986
851,09,v5,153,99,-0.01138260488618779
852,09,v5,207,153,0.052128176745674354
853,09,v5,207,207,-0.0014139316952372465
854,09,v5,207,45,0.03641992369009025
855,09,v5,207,99,-0.014003269836592037
856,09,v5,45,153,0.05180915283881274
857,09,v5,45,207,0.06931420352405274
858,09,v5,45,45,0.029890835486952823
859,09,v5,45,99,0.004756814831001055
860,09,v5,99,153,0.022766314474425352
861,09,v5,99,207,0.028208548655398638
862,09,v5,99,45,0.08154637765691036
863,09,v5,99,99,0.03915328355673964
864,11,premotor,153,153,0.025026554220534437
865,11,premotor,153,207,0.025317150130924088
866,11,premotor,153,45,0.02366532265200056
867,11,premotor,153,99,0.014844326986356763
868,11,premotor,207,153,0.02528736331034715
869,11,premotor,207,207,0.007360277858882309
870,11,premotor,207,45,0.012985912384876326
871,11,premotor,207,99,0.015445792878617722
872,11,premotor,45,153,0.022601989404910164
873,11,premotor,45,207,0.021650423517946264
874,11,premotor,45,45,0.008924773345067645
875,11,premotor,45,99,0.018933981241654456
876,11,premotor,99,153,0.023657808386701527
877,11,premotor,99,207,0.01897020637071861
878,11,premotor,99,45,0.0071092605561269085
879,11,premotor,99,99,0.029697802752133403
880,11,motor,153,153,0.009292677241631464
881,11,motor,153,207,0.03387331189533083
882,11,motor,153,45,0.012350518295541044
883,11,motor,153,99,0.02829796867240629
884,11,motor,207,153,-0.023321571281629386
885,11,motor,207,207,0.02117014201316536
886,11,motor,207,45,-0.0013107896300770783
887,11,motor,207,99,0.004453362088497972
888,11,motor,45,153,0.035747401884290736
889,11,motor,45,207,0.02770162341598857
890,11,motor,45,45,0.03020635568068954
891,11,motor,45,99,0.05866668648155079
892,11,motor,99,153,0.01579541097128124
893,11,motor,99,207,0.005912095784674899
894,11,motor,99,45,-0.021067103404094976
895,11,motor,99,99,0.004827871119917355
896,11,v1,153,153,0.18034360533312005
897,11,v1,153,207,0.12104551101569952
898,11,v1,153,45,0.04428534575317028
899,11,v1,153,99,0.08569406283325415
900,11,v1,207,153,0.0857628236678244
901,11,v1,207,207,0.21710847630467775
902,11,v1,207,45,0.024394437716433195
903,11,v1,207,99,0.04607033019125237
904,11,v1,45,153,0.08933236940413627
905,11,v1,45,207,0.046729609116071505
906,11,v1,45,45,0.13735938717416463
907,11,v1,45,99,0.07865699856488118
908,11,v1,99,153,0.08749645278219823
909,11,v1,99,207,0.03939167224158918
910,11,v1,99,45,0.05635036336138845
911,11,v1,99,99,0.14932202986724535
912,11,sup_parietal,153,153,0.08605700915782086
913,11,sup_parietal,153,207,0.07040842850621283
914,11,sup_parietal,153,45,0.08988857785602548
915,11,sup_parietal,153,99,0.054903089678203044
916,11,sup_parietal,207,153,0.06411083957615277
917,11,sup_parietal,207,207,0.12356314852053307
918,11,sup_parietal,207,45,0.11579383151907868
919,11,sup_parietal,207,99,0.09000904200498623
920,11,sup_parietal,45,153,0.031095809324025687
921,11,sup_parietal,45,207,0.07447098546497266
922,11,sup_parietal,45,45,0.028052399010479612
923,11,sup_parietal,45,99,0.051270791475356056
924,11,sup_parietal,99,153,0.09932419631866407
925,11,sup_parietal,99,207,0.0746067631372046
926,11,sup_parietal,99,45,0.0788881810029479
927,11,sup_parietal,99,99,0.03666343590836501
928,11,inf_parietal,153,153,0.026474583952994745
929,11,inf_parietal,153,207,0.001675359108822738
930,11,inf_parietal,153,45,0.019896921333870072
931,11,inf_parietal,153,99,0.03272459482392589
932,11,inf_parietal,207,153,0.011526884365671366
933,11,inf_parietal,207,207,0.020336755652093398
934,11,inf_parietal,207,45,0.021048554740599232
935,11,inf_parietal,207,99,0.011475692222497825
936,11,inf_parietal,45,153,0.03282979890618039
937,11,inf_parietal,45,207,0.022715940118222686
938,11,inf_parietal,45,45,0.03280190193227712
939,11,inf_parietal,45,99,-0.018173666981421956
940,11,inf_parietal,99,153,0.03674882651115116
941,11,inf_parietal,99,207,0.03778775086351881
942,11,inf_parietal,99,45,0.02244929355933417
943,11,inf_parietal,99,99,0.0485101414476575
944,11,v5,153,153,0.020601954844697182
945,11,v5,153,207,-0.015565598020028645
946,11,v5,153,45,-0.03275888519623679
947,11,v5,153,99,0.003919694903909265
948,11,v5,207,153,0.03486874810290707
949,11,v5,207,207,0.021073004954407018
950,11,v5,207,45,-0.016259192151362525
951,11,v5,207,99,-0.02528809939112294
952,11,v5,45,153,0.021733482371819546
953,11,v5,45,207,-0.023086474881917465
954,11,v5,45,45,0.018743770654762418
955,11,v5,45,99,0.013432222641678754
956,11,v5,99,153,0.0016673237318363576
957,11,v5,99,207,0.0179330945447677
958,11,v5,99,45,0.03128905519935225
959,11,v5,99,99,0.00407056504220644
960,12,premotor,153,153,0.052756441892261946
961,12,premotor,153,207,0.03341218028934196
962,12,premotor,153,45,0.02402937834919056
963,12,premotor,153,99,0.05762952726799608
964,12,premotor,207,153,0.037304454971206796
965,12,premotor,207,207,0.046828138128959564
966,12,premotor,207,45,0.027434571509360944
967,12,premotor,207,99,0.05109070577528806
968,12,premotor,45,153,0.04722971842240856
969,12,premotor,45,207,0.045133652048241456
970,12,premotor,45,45,0.03985982249479296
971,12,premotor,45,99,0.06288770899291797
972,12,premotor,99,153,0.058391701280843325
973,12,premotor,99,207,0.05246062138599314
974,12,premotor,99,45,0.04472916010477237
975,12,premotor,99,99,0.061316919741375306
976,12,motor,153,153,0.009645986273752617
977,12,motor,153,207,0.03797570156535395
978,12,motor,153,45,-0.0025184577964751185
979,12,motor,153,99,0.03309341833437584
980,12,motor,207,153,0.01563829490163181
981,12,motor,207,207,0.003228556009667277
982,12,motor,207,45,0.032276045525807456
983,12,motor,207,99,0.013522074389989862
984,12,motor,45,153,0.028075930589081942
985,12,motor,45,207,0.055182414960478994
986,12,motor,45,45,0.04147162886346325
987,12,motor,45,99,0.0316223875510857
988,12,motor,99,153,0.02512696845299555
989,12,motor,99,207,0.016579346734623485
990,12,motor,99,45,0.04680735445256083
991,12,motor,99,99,0.032083859723440016
992,12,v1,153,153,0.08228134409678668
993,12,v1,153,207,0.06627298827371458
994,12,v1,153,45,0.03464912294637593
995,12,v1,153,99,0.057514296574585226
996,12,v1,207,153,0.04976264127846389
997,12,v1,207,207,0.13271170704213497
998,12,v1,207,45,0.019899929224370935
999,12,v1,207,99,0.04064196666664269
1000,12,v1,45,153,0.028546296567164224
1001,12,v1,45,207,0.033640603864785644
1002,12,v1,45,45,0.22722380894234506
1003,12,v1,45,99,0.0526127101489479
1004,12,v1,99,153,0.045472216195336375
1005,12,v1,99,207,0.04845141804117996
1006,12,v1,99,45,0.048736292833716326
1007,12,v1,99,99,0.17216089443151
1008,12,sup_parietal,153,153,0.08748185383531998
1009,12,sup_parietal,153,207,0.1249322532508951
1010,12,sup_parietal,153,45,0.05868644097334656
1011,12,sup_parietal,153,99,0.09256475737492109
1012,12,sup_parietal,207,153,0.13433318356630755
1013,12,sup_parietal,207,207,0.09363240447957735
1014,12,sup_parietal,207,45,0.07043265667485801
1015,12,sup_parietal,207,99,0.06023292937872616
1016,12,sup_parietal,45,153,0.08259230028028752
1017,12,sup_parietal,45,207,0.10763256801210219
1018,12,sup_parietal,45,45,0.07728587659938278
1019,12,sup_parietal,45,99,0.09053607502027274
1020,12,sup_parietal,99,153,0.07227699815841664
1021,12,sup_parietal,99,207,0.09643082207428005
1022,12,sup_parietal,99,45,0.08415099405864003
1023,12,sup_parietal,99,99,0.052840555132126495
1024,12,inf_parietal,153,153,0.02474175260981871
1025,12,inf_parietal,153,207,0.05627832726487512
1026,12,inf_parietal,153,45,0.04392238831763123
1027,12,inf_parietal,153,99,0.01586847571647913
1028,12,inf_parietal,207,153,0.010305557659692021
1029,12,inf_parietal,207,207,0.06441123511411688
1030,12,inf_parietal,207,45,0.03502563613923588
1031,12,inf_parietal,207,99,0.025212114569358915
1032,12,inf_parietal,45,153,0.02245741290515617
1033,12,inf_parietal,45,207,0.040928176611167544
1034,12,inf_parietal,45,45,0.03417316325472186
1035,12,inf_parietal,45,99,0.053112947245889275
1036,12,inf_parietal,99,153,0.027631815706485176
1037,12,inf_parietal,99,207,0.04945514934201092
1038,12,inf_parietal,99,45,0.03602910922279094
1039,12,inf_parietal,99,99,0.01921173579834383
1040,12,v5,153,153,-0.030512518991438572
1041,12,v5,153,207,0.11854207734331428
1042,12,v5,153,45,0.07595436449237444
1043,12,v5,153,99,0.00537787894920534
1044,12,v5,207,153,-0.014461697689632841
1045,12,v5,207,207,0.045337001629159296
1046,12,v5,207,45,-0.00019593676575700768
1047,12,v5,207,99,0.04880423513717037
1048,12,v5,45,153,-0.024041083018673748
1049,12,v5,45,207,0.0016039725754266355
1050,12,v5,45,45,0.03349523447940074
1051,12,v5,45,99,0.022251628027816377
1052,12,v5,99,153,0.009914882949832983
1053,12,v5,99,207,-0.022671620870231897
1054,12,v5,99,45,0.08555000861320147
1055,12,v5,99,99,0.017946570088770278
1056,13,premotor,153,153,0.05247080323291262
1057,13,premotor,153,207,0.041472915300897445
1058,13,premotor,153,45,0.06123311594024637
1059,13,premotor,153,99,0.044765745505772565
1060,13,premotor,207,153,0.036942783084066094
1061,13,premotor,207,207,0.04432347792209606
1062,13,premotor,207,45,0.0317192039438045
1063,13,premotor,207,99,0.04577581219401313
1064,13,premotor,45,153,0.03758075474591074
1065,13,premotor,45,207,0.030824181216266063
1066,13,premotor,45,45,0.06242323252468703
1067,13,premotor,45,99,0.028760434960955553
1068,13,premotor,99,153,0.05334665209722907
1069,13,premotor,99,207,0.032436199250470595
1070,13,premotor,99,45,0.043902533070439564
1071,13,premotor,99,99,0.04085902809535083
1072,13,motor,153,153,0.008644724189300373
1073,13,motor,153,207,0.05241561634311093
1074,13,motor,153,45,0.009419191510190522
1075,13,motor,153,99,0.01672448256367665
1076,13,motor,207,153,0.040751254596273524
1077,13,motor,207,207,0.05871048341190051
1078,13,motor,207,45,0.0596835603394384
1079,13,motor,207,99,0.05369181868081926
1080,13,motor,45,153,0.005795899211379662
1081,13,motor,45,207,0.02133210776128746
1082,13,motor,45,45,0.029874209730483436
1083,13,motor,45,99,0.02736168648171047
1084,13,motor,99,153,-0.0012684483110198335
1085,13,motor,99,207,0.015479747088034453
1086,13,motor,99,45,0.03531591176154785
1087,13,motor,99,99,0.013163928586308521
1088,13,v1,153,153,0.13393332579132386
1089,13,v1,153,207,0.11344604092899688
1090,13,v1,153,45,0.10783514744537627
1091,13,v1,153,99,0.12769887549012393
1092,13,v1,207,153,0.07790388086918704
1093,13,v1,207,207,0.173709181286332
1094,13,v1,207,45,0.0784798220460436
1095,13,v1,207,99,0.07959597842199295
1096,13,v1,45,153,0.06638851196259464
1097,13,v1,45,207,0.09400310606297613
1098,13,v1,45,45,0.2104492642365669
1099,13,v1,45,99,0.11018731328217916
1100,13,v1,99,153,0.09873471883849241
1101,13,v1,99,207,0.13442234663375677
1102,13,v1,99,45,0.16351794211228424
1103,13,v1,99,99,0.20862129820376463
1104,13,sup_parietal,153,153,0.1626033801805474
1105,13,sup_parietal,153,207,0.1595015493872424
1106,13,sup_parietal,153,45,0.1289446725764056
1107,13,sup_parietal,153,99,0.15986851172862493
1108,13,sup_parietal,207,153,0.12873019125211355
1109,13,sup_parietal,207,207,0.12693633151878211
1110,13,sup_parietal,207,45,0.17201387052177658
1111,13,sup_parietal,207,99,0.14258411459726686
1112,13,sup_parietal,45,153,0.15705176451590838
1113,13,sup_parietal,45,207,0.13960780589452143
1114,13,sup_parietal,45,45,0.14597375111788663
1115,13,sup_parietal,45,99,0.16290480339998553
1116,13,sup_parietal,99,153,0.15341834289907252
1117,13,sup_parietal,99,207,0.1518313662670739
1118,13,sup_parietal,99,45,0.18074427327044118
1119,13,sup_parietal,99,99,0.154797284800924
1120,13,inf_parietal,153,153,0.024660675304097657
1121,13,inf_parietal,153,207,0.039923353021159916
1122,13,inf_parietal,153,45,0.027250561053183436
1123,13,inf_parietal,153,99,0.02514859507521839
1124,13,inf_parietal,207,153,0.02589346101415038
1125,13,inf_parietal,207,207,-0.005218612615600381
1126,13,inf_parietal,207,45,-0.007625613390357022
1127,13,inf_parietal,207,99,0.05386940747222164
1128,13,inf_parietal,45,153,0.015679976341158523
1129,13,inf_parietal,45,207,0.019401699405431187
1130,13,inf_parietal,45,45,0.00859226509114724
1131,13,inf_parietal,45,99,0.013104338436250784
1132,13,inf_parietal,99,153,0.02428645723388921
1133,13,inf_parietal,99,207,0.0014303076960114672
1134,13,inf_parietal,99,45,0.012173130191699053
1135,13,inf_parietal,99,99,0.013033688889605042
1136,13,v5,153,153,0.041246331079193975
1137,13,v5,153,207,0.04205781881583858
1138,13,v5,153,45,-0.025601603060595574
1139,13,v5,153,99,0.006663241649698022
1140,13,v5,207,153,-0.022062468254052257
1141,13,v5,207,207,0.025234582723980412
1142,13,v5,207,45,0.07294293826549621
1143,13,v5,207,99,-0.00622247890014784
1144,13,v5,45,153,0.031685508227026676
1145,13,v5,45,207,0.004839141821711262
1146,13,v5,45,45,0.06783026707855433
1147,13,v5,45,99,-0.02729306718657293
1148,13,v5,99,153,0.03184166911813937
1149,13,v5,99,207,0.04203757736718609
1150,13,v5,99,45,0.011767428524337705
1151,13,v5,99,99,0.06018578281846846
1152,14,premotor,153,153,0.04668390779060473
1153,14,premotor,153,207,0.04083963659974903
1154,14,premotor,153,45,0.04353389401100186
1155,14,premotor,153,99,0.04979026910017557
1156,14,premotor,207,153,0.04465489193232147
1157,14,premotor,207,207,0.04616509902630248
1158,14,premotor,207,45,0.034606076488301385
