,Participants,Masks,Straight Direction,Straight Direction_,Correlation
1733,20,premotor,207,207,-0.8857355853730505
1734,20,premotor,207,45,0.32154510781968804
1735,20,premotor,207,99,0.30709933144353885
1736,20,premotor,45,153,0.2923790528326611
1737,20,premotor,45,207,0.3360005697650168
1738,20,premotor,45,45,-0.8869024436831087
1739,20,premotor,45,99,0.2914232685514372
1740,20,premotor,99,153,0.27992435557726913
1741,20,premotor,99,207,0.2880492373025032
1742,20,premotor,99,45,0.32298195326303775
1743,20,premotor,99,99,-0.8927053687285809
1744,20,motor,153,153,-0.8696134877139702
1745,20,motor,153,207,0.15312802104282108
1746,20,motor,153,45,0.3210269238470095
1747,20,motor,153,99,0.3342881245869279
1748,20,motor,207,153,0.20232984512274216
1749,20,motor,207,207,-0.8729696699855178
1750,20,motor,207,45,0.33910247986714026
1751,20,motor,207,99,0.33554196206641396
1752,20,motor,45,153,0.30669945815438965
1753,20,motor,45,207,0.3867608134448965
1754,20,motor,45,45,-0.874417957965552
1755,20,motor,45,99,0.22516176825113907
1756,20,motor,99,153,0.3087533634033064
1757,20,motor,99,207,0.2920422512315398
1758,20,motor,99,45,0.2231999311204766
1759,20,motor,99,99,-0.8677968317447601
1760,20,v1,153,153,-0.8251676852001321
1761,20,v1,153,207,0.27306275834059535
1762,20,v1,153,45,0.23452534868114522
1763,20,v1,153,99,0.30960722003913677
1764,20,v1,207,153,0.2612298995895075
1765,20,v1,207,207,-0.7894043261857091
1766,20,v1,207,45,0.27920697846528886
1767,20,v1,207,99,0.2104841830295821
1768,20,v1,45,153,0.2676685852477697
1769,20,v1,45,207,0.28803684911436467
1770,20,v1,45,45,-0.8371383063466844
1771,20,v1,45,99,0.2778049468454169
1772,20,v1,99,153,0.26999285117726335
1773,20,v1,99,207,0.21873589052052578
1774,20,v1,99,45,0.33571271868986796
1775,20,v1,99,99,-0.8210616178317176
1776,20,sup_parietal,153,153,-0.8275156112629111
1777,20,sup_parietal,153,207,0.193324452418428
1778,20,sup_parietal,153,45,0.35537718384990946
1779,20,sup_parietal,153,99,0.201530407871101
1780,20,sup_parietal,207,153,0.22003441034119756
1781,20,sup_parietal,207,207,-0.8174551690322153
1782,20,sup_parietal,207,45,0.19931747407102302
1783,20,sup_parietal,207,99,0.2697458655249544
1784,20,sup_parietal,45,153,0.3205441883135608
1785,20,sup_parietal,45,207,0.34010793710731246
1786,20,sup_parietal,45,45,-0.8242725236203412
1787,20,sup_parietal,45,99,0.2626120321128401
1788,20,sup_parietal,99,153,0.21204289685545247
1789,20,sup_parietal,99,207,0.2239752297840261
1790,20,sup_parietal,99,45,0.32075056654901163
1791,20,sup_parietal,99,99,-0.7747424293620679
1792,20,inf_parietal,153,153,-0.8536590168003176
1793,20,inf_parietal,153,207,0.18051409861995604
1794,20,inf_parietal,153,45,0.31921964072775355
1795,20,inf_parietal,153,99,0.3143606793246192
1796,20,inf_parietal,207,153,0.22261062346899158
1797,20,inf_parietal,207,207,-0.8479281775043345
1798,20,inf_parietal,207,45,0.30740178022181475
1799,20,inf_parietal,207,99,0.30721278378788597
1800,20,inf_parietal,45,153,0.29202447475231297
1801,20,inf_parietal,45,207,0.3737998553241456
1802,20,inf_parietal,45,45,-0.8623985878493372
1803,20,inf_parietal,45,99,0.19988139318437997
1804,20,inf_parietal,99,153,0.30350201294013596
1805,20,inf_parietal,99,207,0.25257446818397006
1806,20,inf_parietal,99,45,0.2682655132677729
1807,20,inf_parietal,99,99,-0.860027458915574
1808,20,v5,153,153,-0.8694316887458459
1809,20,v5,153,207,0.13263236129987868
1810,20,v5,153,45,0.29004379311398815
1811,20,v5,153,99,0.3583360730038941
1812,20,v5,207,153,0.27493293942775454
1813,20,v5,207,207,-0.7612301384752552
1814,20,v5,207,45,0.23406938733421456
1815,20,v5,207,99,0.2512533644220012
1816,20,v5,45,153,0.2578289535877736
1817,20,v5,45,207,0.2528339757203808
1818,20,v5,45,45,-0.7374728343270377
1819,20,v5,45,99,0.17848175671557182
1820,20,v5,99,153,0.212776081388799
1821,20,v5,99,207,0.33340353802798506
1822,20,v5,99,45,0.19371491420174844
1823,20,v5,99,99,-0.7906100818507302
1824,22,premotor,153,153,-0.8881648922134208
1825,22,premotor,153,207,0.2964506875285626
1826,22,premotor,153,45,0.26854895869363227
1827,22,premotor,153,99,0.31216191486251976
1828,22,premotor,207,153,0.30508257320742027
1829,22,premotor,207,207,-0.8879235090964834
1830,22,premotor,207,45,0.2715381989118144
1831,22,premotor,207,99,0.30347046165055314
1832,22,premotor,45,153,0.25682464542820405
1833,22,premotor,45,207,0.3159334727465154
1834,22,premotor,45,45,-0.8764523087840217
1835,22,premotor,45,99,0.27560695593364015
1836,22,premotor,99,153,0.30711878004339654
1837,22,premotor,99,207,0.28164681626746507
1838,22,premotor,99,45,0.3152708747159455
1839,22,premotor,99,99,-0.8886007392257813
1840,22,motor,153,153,-0.8646275757231868
1841,22,motor,153,207,0.31912367370577643
1842,22,motor,153,45,0.21908972274199073
1843,22,motor,153,99,0.31114983947662617
1844,22,motor,207,153,0.3104401916551126
1845,22,motor,207,207,-0.868694280238947
1846,22,motor,207,45,0.2793069320538797
1847,22,motor,207,99,0.28519473344404894
1848,22,motor,45,153,0.22087436649792924
1849,22,motor,45,207,0.30721777175939424
1850,22,motor,45,45,-0.8540367127488115
1851,22,motor,45,99,0.28123034649012213
1852,22,motor,99,153,0.2789207589276468
1853,22,motor,99,207,0.23535419830027632
1854,22,motor,99,45,0.34875205912922996
1855,22,motor,99,99,-0.8770412533574319
1856,22,v1,153,153,-0.8207238221712894
1857,22,v1,153,207,0.3727003696040252
1858,22,v1,153,45,0.20452670165614356
1859,22,v1,153,99,0.2440059118066955
1860,22,v1,207,153,0.3422218405541525
1861,22,v1,207,207,-0.8175641639377572
1862,22,v1,207,45,0.21933797172142527
1863,22,v1,207,99,0.268393295325313
1864,22,v1,45,153,0.2527258489875613
1865,22,v1,45,207,0.2501620815572875
1866,22,v1,45,45,-0.8084600659337315
1867,22,v1,45,99,0.231205183165198
1868,22,v1,99,153,0.23419283660802942
1869,22,v1,99,207,0.2502682908075415
1870,22,v1,99,45,0.3053605484681799
1871,22,v1,99,99,-0.7843685024507618
1872,22,sup_parietal,153,153,-0.8626972194872272
1873,22,sup_parietal,153,207,0.3379033522483367
1874,22,sup_parietal,153,45,0.23869985737664348
1875,22,sup_parietal,153,99,0.29639868736567665
1876,22,sup_parietal,207,153,0.3009091296639054
1877,22,sup_parietal,207,207,-0.866313459235822
1878,22,sup_parietal,207,45,0.21833290359887214
1879,22,sup_parietal,207,99,0.31226272458786974
1880,22,sup_parietal,45,153,0.26784495763968164
1881,22,sup_parietal,45,207,0.22764656303250208
1882,22,sup_parietal,45,45,-0.8601459503190018
1883,22,sup_parietal,45,99,0.3031917598577859
1884,22,sup_parietal,99,153,0.3073137644377712
1885,22,sup_parietal,99,207,0.23553087802693723
1886,22,sup_parietal,99,45,0.28424435888513766
1887,22,sup_parietal,99,99,-0.838660864281563
1888,22,inf_parietal,153,153,-0.8617962589970174
1889,22,inf_parietal,153,207,0.3084623261841801
1890,22,inf_parietal,153,45,0.24820660649361437
1891,22,inf_parietal,153,99,0.32233749188363814
1892,22,inf_parietal,207,153,0.2883074059654411
1893,22,inf_parietal,207,207,-0.8513863454252852
1894,22,inf_parietal,207,45,0.2044840339402319
1895,22,inf_parietal,207,99,0.3090640282506736
1896,22,inf_parietal,45,153,0.27770669951776517
1897,22,inf_parietal,45,207,0.2247785185937922
1898,22,inf_parietal,45,45,-0.862932606322973
1899,22,inf_parietal,45,99,0.26805356482215814
1900,22,inf_parietal,99,153,0.29985825259173704
1901,22,inf_parietal,99,207,0.2884658046185423
1902,22,inf_parietal,99,45,0.32033024580024166
1903,22,inf_parietal,99,99,-0.870343098207725
1904,22,v5,153,153,-0.7521247414532837
1905,22,v5,153,207,0.27258790112179737
1906,22,v5,153,45,0.24058538566219267
1907,22,v5,153,99,0.22269486980407008
1908,22,v5,207,153,0.27111141402315053
1909,22,v5,207,207,-0.793484757133581
1910,22,v5,207,45,0.21232631470502855
1911,22,v5,207,99,0.22515059062618628
1912,22,v5,45,153,0.2427213803442781
1913,22,v5,45,207,0.17240572635923734
1914,22,v5,45,45,-0.8178297799821924
1915,22,v5,45,99,0.39578533277355177
1916,22,v5,99,153,0.22493516774774133
1917,22,v5,99,207,0.1573796338208947
1918,22,v5,99,45,0.39538374452991887
1919,22,v5,99,99,-0.8006000420226398
1920,23,premotor,153,153,-0.8648263185310393
1921,23,premotor,153,207,0.30266141774723854
1922,23,premotor,153,45,0.22438339704722743
1923,23,premotor,153,99,0.3314525256997566
1924,23,premotor,207,153,0.274020794801088
1925,23,premotor,207,207,-0.8656316401002704
1926,23,premotor,207,45,0.275938431257204
1927,23,premotor,207,99,0.26250145653485984
1928,23,premotor,45,153,0.2822048034468882
1929,23,premotor,45,207,0.2654362621338038
1930,23,premotor,45,45,-0.883323191435446
1931,23,premotor,45,99,0.3017882676229192
1932,23,premotor,99,153,0.27299611952481917
1933,23,premotor,99,207,0.26055535526757845
1934,23,premotor,99,45,0.34030116751544237
1935,23,premotor,99,99,-0.8554667997738927
1936,23,motor,153,153,-0.8571169282007449
1937,23,motor,153,207,0.30368711120040615
1938,23,motor,153,45,0.22821445016694789
1939,23,motor,153,99,0.34596745198730755
1940,23,motor,207,153,0.2343369002912774
1941,23,motor,207,207,-0.8525060029616843
1942,23,motor,207,45,0.2847249191447899
1943,23,motor,207,99,0.2539480312812138
1944,23,motor,45,153,0.2951882250726428
1945,23,motor,45,207,0.20398092674440643
1946,23,motor,45,45,-0.8509277903670267
1947,23,motor,45,99,0.2808060347511939
1948,23,motor,99,153,0.30893727327585785
1949,23,motor,99,207,0.26071520354437583
1950,23,motor,99,45,0.2968061077089927
1951,23,motor,99,99,-0.8474163264374031
1952,23,v1,153,153,-0.7804927591577604
1953,23,v1,153,207,0.3196656137535334
1954,23,v1,153,45,0.1654759273329101
1955,23,v1,153,99,0.2891781254597451
1956,23,v1,207,153,0.2550903596781974
1957,23,v1,207,207,-0.7468059381433678
1958,23,v1,207,45,0.20702137598854073
1959,23,v1,207,99,0.21738184495302196
1960,23,v1,45,153,0.18038122330995066
1961,23,v1,45,207,0.23452784652777608
1962,23,v1,45,45,-0.7836199086727598
1963,23,v1,45,99,0.2943828435207258
1964,23,v1,99,153,0.30998745478443746
1965,23,v1,99,207,0.22821402085274534
1966,23,v1,99,45,0.2898625542615814
1967,23,v1,99,99,-0.7520267575265256
1968,23,sup_parietal,153,153,-0.7956903299738404
1969,23,sup_parietal,153,207,0.23113364783327378
1970,23,sup_parietal,153,45,0.19491180006893238
1971,23,sup_parietal,153,99,0.2791472969246943
1972,23,sup_parietal,207,153,0.19326798723937194
1973,23,sup_parietal,207,207,-0.8071876194602337
1974,23,sup_parietal,207,45,0.26197097242297307
1975,23,sup_parietal,207,99,0.258477158592522
1976,23,sup_parietal,45,153,0.19759480393088888
1977,23,sup_parietal,45,207,0.29702998305567
1978,23,sup_parietal,45,45,-0.7860220039251327
1979,23,sup_parietal,45,99,0.27611715740356063
1980,23,sup_parietal,99,153,0.2628981190798464
1981,23,sup_parietal,99,207,0.23051801749588519
1982,23,sup_parietal,99,45,0.29926290193553606
1983,23,sup_parietal,99,99,-0.770250962608231
1984,23,inf_parietal,153,153,-0.8432724666046194
1985,23,inf_parietal,153,207,0.29243312787090747
1986,23,inf_parietal,153,45,0.26475965648623856
1987,23,inf_parietal,153,99,0.27220877422303963
1988,23,inf_parietal,207,153,0.24425009396945677
1989,23,inf_parietal,207,207,-0.8571676576367351
1990,23,inf_parietal,207,45,0.27708069099001
1991,23,inf_parietal,207,99,0.3010557731500515
1992,23,inf_parietal,45,153,0.27615906498822096
1993,23,inf_parietal,45,207,0.2776849008758164
1994,23,inf_parietal,45,45,-0.8527236593040473
1995,23,inf_parietal,45,99,0.2560514185281341
1996,23,inf_parietal,99,153,0.24327530089090918
1997,23,inf_parietal,99,207,0.3149418649028979
1998,23,inf_parietal,99,45,0.259626600024659
1999,23,inf_parietal,99,99,-0.8461280560475087
2000,23,v5,153,153,-0.8334570717318941
2001,23,v5,153,207,0.24786923477671263
2002,23,v5,153,45,0.24783818818548564
2003,23,v5,153,99,0.32019081326508686
2004,23,v5,207,153,0.22117056513785024
2005,23,v5,207,207,-0.8172301602333427
2006,23,v5,207,45,0.22219185866544722
2007,23,v5,207,99,0.27426837320543895
2008,23,v5,45,153,0.31694209076598645
2009,23,v5,45,207,0.21756951876622516
2010,23,v5,45,45,-0.8126790835641442
2011,23,v5,45,99,0.2285190417776199
2012,23,v5,99,153,0.22154470015262956
2013,23,v5,99,207,0.2786193159972591
2014,23,v5,99,45,0.3511533055389458
2015,23,v5,99,99,-0.7770268221543353
2016,24,premotor,153,153,-0.8879272921905059
2017,24,premotor,153,207,0.25708931428724136
2018,24,premotor,153,45,0.21931980965566544
2019,24,premotor,153,99,0.3424918914493478
2020,24,premotor,207,153,0.2514978393279219
2021,24,premotor,207,207,-0.8867070093967717
2022,24,premotor,207,45,0.3194229630389944
2023,24,premotor,207,99,0.3012743963352944
2024,24,premotor,45,153,0.2854677296472985
2025,24,premotor,45,207,0.31211752177698737
2026,24,premotor,45,45,-0.875386231511696
2027,24,premotor,45,99,0.28365919212681867
2028,24,premotor,99,153,0.3195882178024474
2029,24,premotor,99,207,0.29775368729973867
2030,24,premotor,99,45,0.3060690045943596
2031,24,premotor,99,99,-0.8857977217575606
2032,24,motor,153,153,-0.8816083105113806
2033,24,motor,153,207,0.2597341379317659
2034,24,motor,153,45,0.2318932657710163
2035,24,motor,153,99,0.33124195454595406
2036,24,motor,207,153,0.26691588070710354
2037,24,motor,207,207,-0.8802868198880485
2038,24,motor,207,45,0.3292133643039017
2039,24,motor,207,99,0.2731781806660753
2040,24,motor,45,153,0.23327325172836394
2041,24,motor,45,207,0.3292405699342754
2042,24,motor,45,45,-0.8550398186313782
2043,24,motor,45,99,0.2680554523401284
2044,24,motor,99,153,0.3283927965889712
2045,24,motor,99,207,0.2978229625911242
2046,24,motor,99,45,0.2590516328013275
2047,24,motor,99,99,-0.8651217698440146
2048,24,v1,153,153,-0.8082417296351634
2049,24,v1,153,207,0.2792551447239645
2050,24,v1,153,45,0.2284526727882202
2051,24,v1,153,99,0.24279958584358358
2052,24,v1,207,153,0.22137754839817175
2053,24,v1,207,207,-0.7965885791869006
2054,24,v1,207,45,0.24486678748622442
2055,24,v1,207,99,0.2968316290606931
2056,24,v1,45,153,0.2941749715164924
2057,24,v1,45,207,0.24131342871651457
2058,24,v1,45,45,-0.8145670044984661
2059,24,v1,45,99,0.27158492389749467
2060,24,v1,99,153,0.2749190199321301
2061,24,v1,99,207,0.247224528035226
2062,24,v1,99,45,0.3015606985423845
2063,24,v1,99,99,-0.8089692700887459
2064,24,sup_parietal,153,153,-0.7934502002737873
2065,24,sup_parietal,153,207,0.23257118383609526
2066,24,sup_parietal,153,45,0.24764932929890027
2067,24,sup_parietal,153,99,0.30403079947860834
2068,24,sup_parietal,207,153,0.22389340417321918
2069,24,sup_parietal,207,207,-0.8043003282332287
2070,24,sup_parietal,207,45,0.2669502993454917
2071,24,sup_parietal,207,99,0.28803246260157855
2072,24,sup_parietal,45,153,0.272305581229654
2073,24,sup_parietal,45,207,0.28112501309290067
2074,24,sup_parietal,45,45,-0.7997669120238535
2075,24,sup_parietal,45,99,0.20217675235107424
2076,24,sup_parietal,99,153,0.29934048807513897
2077,24,sup_parietal,99,207,0.251115800677828
2078,24,sup_parietal,99,45,0.24520810592251688
2079,24,sup_parietal,99,99,-0.836042408750876
2080,24,inf_parietal,153,153,-0.8623230519757199
2081,24,inf_parietal,153,207,0.2802158132346033
2082,24,inf_parietal,153,45,0.21327878932785016
2083,24,inf_parietal,153,99,0.3593173778940517
2084,24,inf_parietal,207,153,0.2790587531500509
2085,24,inf_parietal,207,207,-0.8691429783615311
2086,24,inf_parietal,207,45,0.29706737033589686
2087,24,inf_parietal,207,99,0.26670463327250093
2088,24,inf_parietal,45,153,0.2551376371375204
2089,24,inf_parietal,45,207,0.3134803730013017
2090,24,inf_parietal,45,45,-0.8616534808691271
2091,24,inf_parietal,45,99,0.2517625281519955
2092,24,inf_parietal,99,153,0.3334764124569739
2093,24,inf_parietal,99,207,0.2570699849530861
2094,24,inf_parietal,99,45,0.22526075438422066
2095,24,inf_parietal,99,99,-0.8321927324806195
2096,24,v5,153,153,-0.8701128349183838
2097,24,v5,153,207,0.34275738505257153
2098,24,v5,153,45,0.16411684747481742
2099,24,v5,153,99,0.37071341523350004
2100,24,v5,207,153,0.2525477476866632
2101,24,v5,207,207,-0.8063558104491998
2102,24,v5,207,45,0.37349360095271766
2103,24,v5,207,99,0.1533260041895541
2104,24,v5,45,153,0.2873922330367533
2105,24,v5,45,207,0.2784921462897746
2106,24,v5,45,45,-0.7991885769576804
2107,24,v5,45,99,0.25652510322143385
2108,24,v5,99,153,0.3301558222597354
2109,24,v5,99,207,0.19758487000678898
2110,24,v5,99,45,0.24736178721786706
2111,24,v5,99,99,-0.8668806244339071
2112,25,premotor,153,153,-0.8606610545091711
2113,25,premotor,153,207,0.25750787479749543
2114,25,premotor,153,45,0.2804264739516671
2115,25,premotor,153,99,0.323566017148457
2116,25,premotor,207,153,0.28308061796752726
2117,25,premotor,207,207,-0.8545089881800918
2118,25,premotor,207,45,0.3023926811253616
2119,25,premotor,207,99,0.24758325271512246
2120,25,premotor,45,153,0.27504995943450256
2121,25,premotor,45,207,0.2904014114146791
2122,25,premotor,45,45,-0.8691277640869439
2123,25,premotor,45,99,0.2878902340995281
2124,25,premotor,99,153,0.291234824454291
2125,25,premotor,99,207,0.2739961379653496
2126,25,premotor,99,45,0.2830663550506416
2127,25,premotor,99,99,-0.8518575185400621
2128,25,motor,153,153,-0.8609195825635827
2129,25,motor,153,207,0.25364692272501715
2130,25,motor,153,45,0.2510210963194503
2131,25,motor,153,99,0.3218628578200958
2132,25,motor,207,153,0.26649633087350655
2133,25,motor,207,207,-0.86031473044174
2134,25,motor,207,45,0.2836847120243399
2135,25,motor,207,99,0.26699673800951995
2136,25,motor,45,153,0.29632159319407647
2137,25,motor,45,207,0.25573095987210087
2138,25,motor,45,45,-0.8361845315590312
2139,25,motor,45,99,0.2902082567545836
2140,25,motor,99,153,0.2799245129316071
2141,25,motor,99,207,0.3076166663171254
2142,25,motor,99,45,0.3000439996393476
2143,25,motor,99,99,-0.8653501122228857
2144,25,v1,153,153,-0.8346046427300712
2145,25,v1,153,207,0.29504114550262894
2146,25,v1,153,45,0.23322221811333219
2147,25,v1,153,99,0.30101622668995687
2148,25,v1,207,153,0.3221785689575796
2149,25,v1,207,207,-0.8111819149888041
2150,25,v1,207,45,0.2197403797123026
2151,25,v1,207,99,0.24146768612617123
2152,25,v1,45,153,0.27519221830695273
2153,25,v1,45,207,0.2342920908921738
2154,25,v1,45,45,-0.7849637817206223
2155,25,v1,45,99,0.2554795619634644
2156,25,v1,99,153,0.25148008160198915
2157,25,v1,99,207,0.2654286435524158
2158,25,v1,99,45,0.3016831843826914
2159,25,v1,99,99,-0.8096748469554872
2160,25,sup_parietal,153,153,-0.7980929506027779
2161,25,sup_parietal,153,207,0.1961853426745268
2162,25,sup_parietal,153,45,0.2819066938917762
2163,25,sup_parietal,153,99,0.33192802936685106
2164,25,sup_parietal,207,153,0.2322083734962925
2165,25,sup_parietal,207,207,-0.8128058926958737
2166,25,sup_parietal,207,45,0.269137258226204
2167,25,sup_parietal,207,99,0.3004175695776681
2168,25,sup_parietal,45,153,0.2970139747508659
2169,25,sup_parietal,45,207,0.268298436538862
2170,25,sup_parietal,45,45,-0.802631330798257
2171,25,sup_parietal,45,99,0.18087616880675494
2172,25,sup_parietal,99,153,0.2655394442919045
2173,25,sup_parietal,99,207,0.29764991697420895
2174,25,sup_parietal,99,45,0.24017947636373554
2175,25,sup_parietal,99,99,-0.8260884380781134
2176,25,inf_parietal,153,153,-0.8488129461420929
2177,25,inf_parietal,153,207,0.24018653340855045
2178,25,inf_parietal,153,45,0.2521860941966197
2179,25,inf_parietal,153,99,0.3478106770617765
2180,25,inf_parietal,207,153,0.2619027123736992
2181,25,inf_parietal,207,207,-0.8477419634869886
2182,25,inf_parietal,207,45,0.2680045920404981
2183,25,inf_parietal,207,99,0.23941311545499425
2184,25,inf_parietal,45,153,0.2826174083035182
2185,25,inf_parietal,45,207,0.2594282187607053
2186,25,inf_parietal,45,45,-0.8406247082474843
2187,25,inf_parietal,45,99,0.2897781052033699
2188,25,inf_parietal,99,153,0.2962745780253654
2189,25,inf_parietal,99,207,0.24867022798593036
2190,25,inf_parietal,99,45,0.3086721354323896
2191,25,inf_parietal,99,99,-0.8406701238818427
2192,25,v5,153,153,-0.8466676683648211
2193,25,v5,153,207,0.27352367985643594
2194,25,v5,153,45,0.20261952000967365
2195,25,v5,153,99,0.23915370844776573
2196,25,v5,207,153,0.25406221810304586
2197,25,v5,207,207,-0.8318581120192667
2198,25,v5,207,45,0.24544971945365898
2199,25,v5,207,99,0.3510667932836497
2200,25,v5,45,153,0.18522865275670136
2201,25,v5,45,207,0.29433550601477976
2202,25,v5,45,45,-0.8022019449848576
2203,25,v5,45,99,0.2916679422449056
2204,25,v5,99,153,0.29371639360487567
2205,25,v5,99,207,0.2837129304882635
2206,25,v5,99,45,0.2804554702157618
2207,25,v5,99,99,-0.8113358027842191
2208,26,premotor,153,153,-0.872483265629107
2209,26,premotor,153,207,0.2932417709527233
2210,26,premotor,153,45,0.276025423999051
2211,26,premotor,153,99,0.33544315472612374
2212,26,premotor,207,153,0.2870501775794958
2213,26,premotor,207,207,-0.8967031581619964
2214,26,premotor,207,45,0.3332614075923817
2215,26,premotor,207,99,0.2555935469737937
2216,26,premotor,45,153,0.2537635742873623
2217,26,premotor,45,207,0.3456829440866402
2218,26,premotor,45,45,-0.8652649012804405
2219,26,premotor,45,99,0.25741438415885726
2220,26,premotor,99,153,0.35002881346912557
2221,26,premotor,99,207,0.2416145262332538
2222,26,premotor,99,45,0.25193032003525284
2223,26,premotor,99,99,-0.8848622812058715
2224,26,motor,153,153,-0.8582896605140576
2225,26,motor,153,207,0.25954848874616265
2226,26,motor,153,45,0.29810422268444847
2227,26,motor,153,99,0.2989640330789974
2228,26,motor,207,153,0.26108438239820775
2229,26,motor,207,207,-0.8906965809346938
2230,26,motor,207,45,0.32802991490574007
2231,26,motor,207,99,0.30160871902292613
2232,26,motor,45,153,0.2590974319894588
2233,26,motor,45,207,0.34356809104377706
2234,26,motor,45,45,-0.8724428977935191
2235,26,motor,45,99,0.25615269272012586
2236,26,motor,99,153,0.3136192616384408
2237,26,motor,99,207,0.2513544006854853
2238,26,motor,99,45,0.23530912550852526
2239,26,motor,99,99,-0.8490159681920719
2240,26,v1,153,153,-0.8774112029087312
2241,26,v1,153,207,0.3522126210356247
2242,26,v1,153,45,0.24246236447752648
2243,26,v1,153,99,0.2807371682903849
2244,26,v1,207,153,0.3586647041945259
2245,26,v1,207,207,-0.8849116632065935
2246,26,v1,207,45,0.2943729362122931
2247,26,v1,207,99,0.23452671290757454
2248,26,v1,45,153,0.27695252847703433
2249,26,v1,45,207,0.27769775917859935
2250,26,v1,45,45,-0.8796418647470842
2251,26,v1,45,99,0.26037058321978523
2252,26,v1,99,153,0.29462119883844334
2253,26,v1,99,207,0.2593182633902492
2254,26,v1,99,45,0.28401248344985697
2255,26,v1,99,99,-0.8553691114013116
2256,26,sup_parietal,153,153,-0.8221974508392602
2257,26,sup_parietal,153,207,0.2836658825877626
2258,26,sup_parietal,153,45,0.22605613635565888
2259,26,sup_parietal,153,99,0.2996674664765707
2260,26,sup_parietal,207,153,0.2935120782157763
2261,26,sup_parietal,207,207,-0.8421820872402683
2262,26,sup_parietal,207,45,0.30917999211985087
2263,26,sup_parietal,207,99,0.1951744139334474
2264,26,sup_parietal,45,153,0.2247072213977914
2265,26,sup_parietal,45,207,0.32517131503337904
2266,26,sup_parietal,45,45,-0.8113271134116286
2267,26,sup_parietal,45,99,0.24662697323239388
2268,26,sup_parietal,99,153,0.27238500232751395
2269,26,sup_parietal,99,207,0.25714609732618054
2270,26,sup_parietal,99,45,0.2937107801146291
2271,26,sup_parietal,99,99,-0.8515771152168597
2272,26,inf_parietal,153,153,-0.8585365379967482
2273,26,inf_parietal,153,207,0.2892472640779044
2274,26,inf_parietal,153,45,0.2572625190605051
2275,26,inf_parietal,153,99,0.27223738367448486
2276,26,inf_parietal,207,153,0.29686126910090915
2277,26,inf_parietal,207,207,-0.8794378492238519
2278,26,inf_parietal,207,45,0.32214618596004724
2279,26,inf_parietal,207,99,0.2373880078766274
2280,26,inf_parietal,45,153,0.25064159685007703
2281,26,inf_parietal,45,207,0.30882834568928585
2282,26,inf_parietal,45,45,-0.8393502587016821
2283,26,inf_parietal,45,99,0.27183271213885923
2284,26,inf_parietal,99,153,0.30350027111783684
2285,26,inf_parietal,99,207,0.25666650047651673
2286,26,inf_parietal,99,45,0.28536744456380514
2287,26,inf_parietal,99,99,-0.8445259882724685
2288,26,v5,153,153,-0.7373336221456029
2289,26,v5,153,207,0.264888860730099
2290,26,v5,153,45,0.22770551995923055
2291,26,v5,153,99,0.25526883486273794
2292,26,v5,207,153,0.2193742510601648
2293,26,v5,207,207,-0.7750598808574501
2294,26,v5,207,45,0.2377248725568053
2295,26,v5,207,99,0.19979814414524624
2296,26,v5,45,153,0.30660910565158084
2297,26,v5,45,207,0.23725551990713334
2298,26,v5,45,45,-0.789251257662838
2299,26,v5,45,99,0.20097888146825488
2300,26,v5,99,153,0.23939732989290424
2301,26,v5,99,207,0.20660279795956482
2302,26,v5,99,45,0.3570360458765567
2303,26,v5,99,99,-0.7725495509900238
