,Participants,Masks,Straight Direction,Rotate Direction,Correlation
584,07,premotor,45,153,0.005580101574560184
585,07,premotor,45,207,-0.011036796385630791
586,07,premotor,45,45,0.023472915908127494
587,07,premotor,45,99,-0.018788715437283533
588,07,premotor,99,153,-0.05010714998072892
589,07,premotor,99,207,0.04961043475863982
590,07,premotor,99,45,0.004585379955191763
591,07,premotor,99,99,-0.008447117125007262
592,07,motor,153,153,-0.029934493840873357
593,07,motor,153,207,0.025047972615372185
594,07,motor,153,45,-0.051065976279031304
595,07,motor,153,99,0.04571505279361443
596,07,motor,207,153,0.08124805149820657
597,07,motor,207,207,-0.04105365515816174
598,07,motor,207,45,-0.027557461878833622
599,07,motor,207,99,-0.0066573275279858445
600,07,motor,45,153,-0.031335804844652905
601,07,motor,45,207,-0.01801686935632909
602,07,motor,45,45,0.031060381622446096
603,07,motor,45,99,0.02784090556048537
604,07,motor,99,153,-0.0019245247042928276
605,07,motor,99,207,0.015337206719722014
606,07,motor,99,45,0.0253515774615723
607,07,motor,99,99,-0.041286511750027184
608,07,v1,153,153,-0.04246881409693523
609,07,v1,153,207,0.01778868428511371
610,07,v1,153,45,-0.04113156843290702
611,07,v1,153,99,0.05405741763806207
612,07,v1,207,153,0.050496687989881356
613,07,v1,207,207,-0.06751654762638633
614,07,v1,207,45,-0.003471021459708159
615,07,v1,207,99,0.018664439813825477
616,07,v1,45,153,0.008777334830086473
617,07,v1,45,207,-0.00777088116635357
618,07,v1,45,45,-0.0069540187415220766
619,07,v1,45,99,0.016167070507173007
620,07,v1,99,153,-0.002258604514166658
621,07,v1,99,207,0.07318983774340124
622,07,v1,99,45,0.04541538284880351
623,07,v1,99,99,-0.10779209314698018
624,07,sup_parietal,153,153,-0.010011087960630247
625,07,sup_parietal,153,207,0.031054310775170894
626,07,sup_parietal,153,45,-0.005200697501508134
627,07,sup_parietal,153,99,-0.01956849837998031
628,07,sup_parietal,207,153,0.03508239289842399
629,07,sup_parietal,207,207,-0.020722444032372035
630,07,sup_parietal,207,45,-0.09291077813973675
631,07,sup_parietal,207,99,0.04642537594241737
632,07,sup_parietal,45,153,0.015208816688405388
633,07,sup_parietal,45,207,-0.0003063499122724217
634,07,sup_parietal,45,45,-0.02818627255097274
635,07,sup_parietal,45,99,0.02641200352712443
636,07,sup_parietal,99,153,-0.0057922347552265075
637,07,sup_parietal,99,207,-0.05188958141655547
638,07,sup_parietal,99,45,0.10922634653641818
639,07,sup_parietal,99,99,-0.00870053024908304
640,07,inf_parietal,153,153,0.04804513986022532
641,07,inf_parietal,153,207,0.014288702922512102
642,07,inf_parietal,153,45,-0.06072547334570041
643,07,inf_parietal,153,99,-0.004943138061251864
644,07,inf_parietal,207,153,0.014227240397885688
645,07,inf_parietal,207,207,-0.03542057845279487
646,07,inf_parietal,207,45,0.012266016825039435
647,07,inf_parietal,207,99,-0.01019285226184132
648,07,inf_parietal,45,153,-0.04995378776698996
649,07,inf_parietal,45,207,-0.015174032260636364
650,07,inf_parietal,45,45,0.021698671268954882
651,07,inf_parietal,45,99,0.036021465238181505
652,07,inf_parietal,99,153,0.004649086711512409
653,07,inf_parietal,99,207,0.015029849275906972
654,07,inf_parietal,99,45,0.016275641960140193
655,07,inf_parietal,99,99,-0.02303164334165253
656,07,v5,153,153,0.037169129493504316
657,07,v5,153,207,-0.1288229562514364
658,07,v5,153,45,0.08573625611715033
659,07,v5,153,99,0.036983702127286674
660,07,v5,207,153,0.02545076128822422
661,07,v5,207,207,0.1251013743452541
662,07,v5,207,45,-0.04451518989422748
663,07,v5,207,99,-0.040551654073898234
664,07,v5,45,153,0.006984901080950132
665,07,v5,45,207,0.06363151467966821
666,07,v5,45,45,0.017009372032700802
667,07,v5,45,99,-0.15528592653145956
668,07,v5,99,153,-0.08890881249894712
669,07,v5,99,207,-0.10774503673917873
670,07,v5,99,45,-0.020727298238915864
671,07,v5,99,99,0.15868556864169453
672,08,premotor,153,153,0.015285859333561915
673,08,premotor,153,207,-0.030007253947835044
674,08,premotor,153,45,0.028697268841421982
675,08,premotor,153,99,-0.02005454302978594
676,08,premotor,207,153,-0.0016865158330342175
677,08,premotor,207,207,0.02487150591781946
678,08,premotor,207,45,-0.05868452192766412
679,08,premotor,207,99,0.0315755178488868
680,08,premotor,45,153,-0.02502554873847069
681,08,premotor,45,207,0.06642294293664006
682,08,premotor,45,45,0.02573609101046446
683,08,premotor,45,99,-0.05979200321257166
684,08,premotor,99,153,0.01590881990110103
685,08,premotor,99,207,-0.061203289034604424
686,08,premotor,99,45,0.01472625275339884
687,08,premotor,99,99,0.03742093038296008
688,08,motor,153,153,-0.022284829083564717
689,08,motor,153,207,-0.01290127654672835
690,08,motor,153,45,0.02089730364457372
691,08,motor,153,99,0.01905964644737233
692,08,motor,207,153,0.03354787468497242
693,08,motor,207,207,-0.018249481396525595
694,08,motor,207,45,-0.04334879364710425
695,08,motor,207,99,0.0346643533417251
696,08,motor,45,153,0.027627263515857946
697,08,motor,45,207,-0.009115706964774248
698,08,motor,45,45,-0.002073005274355621
699,08,motor,45,99,-0.008703550034910353
700,08,motor,99,153,-0.03280599284515111
701,08,motor,99,207,0.04870598595109121
702,08,motor,99,45,0.0004907872512181239
703,08,motor,99,99,-0.022426659981611877
704,08,v1,153,153,0.01712443140303442
705,08,v1,153,207,-0.037456191480394606
706,08,v1,153,45,0.032022221318431215
707,08,v1,153,99,-0.006346697429864601
708,08,v1,207,153,0.005098552288073363
709,08,v1,207,207,-0.07762013150862518
710,08,v1,207,45,-0.035888920805521855
711,08,v1,207,99,0.08642038320830683
712,08,v1,45,153,-0.01574500491726473
713,08,v1,45,207,0.057102055105000785
714,08,v1,45,45,-0.004554308645966452
715,08,v1,45,99,-0.04940922532224751
716,08,v1,99,153,-0.007124366733697575
717,08,v1,99,207,0.042813836554757165
718,08,v1,99,45,0.007443009545220865
719,08,v1,99,99,-0.018307276530714667
720,08,sup_parietal,153,153,-0.03911597075898277
721,08,sup_parietal,153,207,-0.02803136188766521
722,08,sup_parietal,153,45,0.005612843763318132
723,08,sup_parietal,153,99,0.03097279067812087
724,08,sup_parietal,207,153,0.059258890942736134
725,08,sup_parietal,207,207,-0.01748547834044712
726,08,sup_parietal,207,45,-0.00953811259882216
727,08,sup_parietal,207,99,-0.0026885694116791266
728,08,sup_parietal,45,153,0.01083311066041839
729,08,sup_parietal,45,207,-0.014168435391722953
730,08,sup_parietal,45,45,0.07021262091203331
731,08,sup_parietal,45,99,-0.052453670825211074
732,08,sup_parietal,99,153,-0.039373989851561306
733,08,sup_parietal,99,207,0.06056224609199807
734,08,sup_parietal,99,45,-0.0705138190629303
735,08,sup_parietal,99,99,0.028141969399744907
736,08,inf_parietal,153,153,0.029621050148413486
737,08,inf_parietal,153,207,-0.013387107146527459
738,08,inf_parietal,153,45,0.028175872727916954
739,08,inf_parietal,153,99,-0.06676331058307988
740,08,inf_parietal,207,153,-0.005768969604464852
741,08,inf_parietal,207,207,0.00733628205133312
742,08,inf_parietal,207,45,-0.1055084984375046
743,08,inf_parietal,207,99,0.06936480448930811
744,08,inf_parietal,45,153,-0.08833654806056951
745,08,inf_parietal,45,207,0.07569304490671298
746,08,inf_parietal,45,45,0.08011757878452672
747,08,inf_parietal,45,99,-0.034010345512067566
748,08,inf_parietal,99,153,0.058143770235455805
749,08,inf_parietal,99,207,-0.060644046406483576
750,08,inf_parietal,99,45,0.019812869903875575
751,08,inf_parietal,99,99,-0.0029152129165726567
752,08,v5,153,153,-0.0012926056007748227
753,08,v5,153,207,-0.062194463612986486
754,08,v5,153,45,0.06548092307585059
755,08,v5,153,99,-0.0788236095761311
756,08,v5,207,153,-0.00022776559926481615
757,08,v5,207,207,0.12090853134901358
758,08,v5,207,45,-0.02287666596769037
759,08,v5,207,99,-0.048405212278172495
760,08,v5,45,153,0.14250919338127188
761,08,v5,45,207,-0.10775016829845241
762,08,v5,45,45,-0.0030347012525441114
763,08,v5,45,99,-0.07214759693990346
764,08,v5,99,153,-0.030815867617647673
765,08,v5,99,207,0.008684718838012891
766,08,v5,99,45,-0.0735215823082207
767,08,v5,99,99,0.10260397033589705
768,09,premotor,153,153,0.03522692196839261
769,09,premotor,153,207,-0.06478436313273986
770,09,premotor,153,45,0.013339445048631843
771,09,premotor,153,99,0.019587501475970444
772,09,premotor,207,153,0.020919957945579517
773,09,premotor,207,207,-0.01912638364907408
774,09,premotor,207,45,0.03197950005608152
775,09,premotor,207,99,-0.05016271472312954
776,09,premotor,45,153,-0.04206139958311802
777,09,premotor,45,207,0.06867500312895788
778,09,premotor,45,45,-0.021792972443590217
779,09,premotor,45,99,-0.00029533155257103084
780,09,premotor,99,153,-0.01476288305278813
781,09,premotor,99,207,0.009522673221577894
782,09,premotor,99,45,-0.0243479948469162
783,09,premotor,99,99,0.03601664046514137
784,09,motor,153,153,0.019927665723791628
785,09,motor,153,207,0.0008333197420151896
786,09,motor,153,45,-0.022673314966045993
787,09,motor,153,99,0.004592620763346351
788,09,motor,207,153,0.03752033874071885
789,09,motor,207,207,0.035552180852882205
790,09,motor,207,45,-0.02948658171539261
791,09,motor,207,99,-0.04997694295242207
792,09,motor,45,153,-0.05262484316447231
793,09,motor,45,207,0.06461471166736449
794,09,motor,45,45,0.0018551577851576156
795,09,motor,45,99,-0.007859951456390242
796,09,motor,99,153,-0.000764088801654599
797,09,motor,99,207,-0.07522556796829596
798,09,motor,99,45,0.03168283098827453
799,09,motor,99,99,0.041734376840301235
800,09,v1,153,153,-0.053000741139136935
801,09,v1,153,207,-0.014329040130882362
802,09,v1,153,45,0.034882622195708896
803,09,v1,153,99,0.02182628609375958
804,09,v1,207,153,0.0339738812481119
805,09,v1,207,207,-0.019180043949041048
806,09,v1,207,45,0.04877160889696738
807,09,v1,207,99,-0.06724538851346322
808,09,v1,45,153,-0.038296299253133256
809,09,v1,45,207,0.05716050002686709
810,09,v1,45,45,-0.07336597811681211
811,09,v1,45,99,0.04730851889228363
812,09,v1,99,153,0.051098701799812365
813,09,v1,99,207,-0.04339434152393964
814,09,v1,99,45,-0.004406359358239844
815,09,v1,99,99,0.01067769650082168
816,09,sup_parietal,153,153,0.03978979156684698
817,09,sup_parietal,153,207,0.010833976926650252
818,09,sup_parietal,153,45,-0.011355270344639672
819,09,sup_parietal,153,99,-0.02574507594019721
820,09,sup_parietal,207,153,0.08968795604615115
821,09,sup_parietal,207,207,-0.06931981725160402
822,09,sup_parietal,207,45,-0.07569491979437967
823,09,sup_parietal,207,99,0.035526415146115924
824,09,sup_parietal,45,153,-0.1611381956457679
825,09,sup_parietal,45,207,0.12796187721650615
826,09,sup_parietal,45,45,0.045895096294577095
827,09,sup_parietal,45,99,-0.007135859670425805
828,09,sup_parietal,99,153,0.024639094151792513
829,09,sup_parietal,99,207,-0.022928937060518146
830,09,sup_parietal,99,45,6.683373403705214e-05
831,09,sup_parietal,99,99,0.016140764811466653
832,09,inf_parietal,153,153,-0.00934569391649705
833,09,inf_parietal,153,207,-0.03308319170567441
834,09,inf_parietal,153,45,0.04027113351432167
835,09,inf_parietal,153,99,-0.01658531734528723
836,09,inf_parietal,207,153,-0.006619277898809246
837,09,inf_parietal,207,207,-0.008157694047334609
838,09,inf_parietal,207,45,0.004065725305922692
839,09,inf_parietal,207,99,-0.02591745207977098
840,09,inf_parietal,45,153,-0.02034734062723085
841,09,inf_parietal,45,207,0.10472146996601409
842,09,inf_parietal,45,45,-0.05205711900336023
843,09,inf_parietal,45,99,-0.014827881586624302
844,09,inf_parietal,99,153,0.05264217062537654
845,09,inf_parietal,99,207,-0.06285928282078333
846,09,inf_parietal,99,45,-0.01969288229535604
847,09,inf_parietal,99,99,0.06661915962108418
848,09,v5,153,153,0.010449632092332711
849,09,v5,153,207,-0.07588042475770351
850,09,v5,153,45,0.07147436801805591
851,09,v5,153,99,-0.021544505438512027
852,09,v5,207,153,0.032009730673045536
853,09,v5,207,207,0.014309165663673375
854,09,v5,207,45,-0.08670550686019227
855,09,v5,207,99,-0.030443997794508737
856,09,v5,45,153,0.029666657115371933
857,09,v5,45,207,0.13212783046317225
858,09,v5,45,45,-0.07162893878905266
859,09,v5,45,99,-0.026496852398824846
860,09,v5,99,153,-0.11237566186778268
861,09,v5,99,207,0.03415061516693917
862,09,v5,99,45,0.007153882749691091
863,09,v5,99,99,0.10224816087139885
864,11,premotor,153,153,0.04710408917809622
865,11,premotor,153,207,-0.052766047839275604
866,11,premotor,153,45,0.04573210979930958
867,11,premotor,153,99,-0.03545868367578506
868,11,premotor,207,153,0.002159335401104769
869,11,premotor,207,207,0.04290207819528079
870,11,premotor,207,45,-0.05252268215628593
871,11,premotor,207,99,0.005897457510129168
872,11,premotor,45,153,-0.03527943039743373
873,11,premotor,45,207,0.06586553275297197
874,11,premotor,45,45,-0.031505522082891715
875,11,premotor,45,99,-0.011524994278137024
876,11,premotor,99,153,-0.011794560382425816
877,11,premotor,99,207,-0.05869275579830649
878,11,premotor,99,45,0.04054156828420644
879,11,premotor,99,99,0.03812897957634069
880,11,motor,153,153,0.04684971856997577
881,11,motor,153,207,-0.03036862360777085
882,11,motor,153,45,0.017189653058543787
883,11,motor,153,99,-0.03745937387604771
884,11,motor,207,153,-0.02125332399549383
885,11,motor,207,207,-0.04478520923873347
886,11,motor,207,45,-0.011572742875868585
887,11,motor,207,99,0.07312411801225951
888,11,motor,45,153,-0.07818459487896277
889,11,motor,45,207,0.08007739686537049
890,11,motor,45,45,0.015415659927033826
891,11,motor,45,99,-0.024973778660530056
892,11,motor,99,153,0.02810562623141888
893,11,motor,99,207,0.0052060095993029555
894,11,motor,99,45,-0.005395811242447766
895,11,motor,99,99,-0.016116691126826246
896,11,v1,153,153,-0.03652151650740139
897,11,v1,153,207,-0.04341285719110104
898,11,v1,153,45,0.05341344918960812
899,11,v1,153,99,0.04496031412370569
900,11,v1,207,153,-0.007308619594010666
901,11,v1,207,207,0.033231564295638255
902,11,v1,207,45,-0.038752050333011406
903,11,v1,207,99,0.0025908604438522
904,11,v1,45,153,0.026554036161565583
905,11,v1,45,207,-0.004989266561154974
906,11,v1,45,45,-0.04264708225051955
907,11,v1,45,99,0.00897058805648152
908,11,v1,99,153,0.022764558257673845
909,11,v1,99,207,0.01866351363066307
910,11,v1,99,45,0.0236568279572933
911,11,v1,99,99,-0.060786466915131704
912,11,sup_parietal,153,153,-0.029087894572849264
913,11,sup_parietal,153,207,-0.06850012475484647
914,11,sup_parietal,153,45,-0.02179029872336847
915,11,sup_parietal,153,99,0.09717523112798382
916,11,sup_parietal,207,153,0.02336228535036301
917,11,sup_parietal,207,207,0.01700891419207179
918,11,sup_parietal,207,45,-0.06986497277040397
919,11,sup_parietal,207,99,-0.0032403702288990033
920,11,sup_parietal,45,153,0.023357718172646272
921,11,sup_parietal,45,207,0.1420353792944608
922,11,sup_parietal,45,45,0.02767442102072375
923,11,sup_parietal,45,99,-0.15072185638264685
924,11,sup_parietal,99,153,-0.0273357743383705
925,11,sup_parietal,99,207,-0.0741066747672628
926,11,sup_parietal,99,45,0.06716475907326311
927,11,sup_parietal,99,99,0.044750641647742145
928,11,inf_parietal,153,153,-0.009344227640561616
929,11,inf_parietal,153,207,0.025844706421029408
930,11,inf_parietal,153,45,-0.004670873543032382
931,11,inf_parietal,153,99,-0.02326423817195827
932,11,inf_parietal,207,153,0.018395665664266665
933,11,inf_parietal,207,207,-0.021101520353769762
934,11,inf_parietal,207,45,-0.027918411270047155
935,11,inf_parietal,207,99,0.04297410655687892
936,11,inf_parietal,45,153,0.022476804470274878
937,11,inf_parietal,45,207,0.0704480410811679
938,11,inf_parietal,45,45,0.02178542873935437
939,11,inf_parietal,45,99,-0.10692590401689986
940,11,inf_parietal,99,153,-0.0460494630420763
941,11,inf_parietal,99,207,-0.05197717164939421
942,11,inf_parietal,99,45,-0.007098486720414187
943,11,inf_parietal,99,99,0.09495708300813144
944,11,v5,153,153,-0.10264961378754803
945,11,v5,153,207,-0.006338114902996371
946,11,v5,153,45,0.11561601127351664
947,11,v5,153,99,0.06747290149778391
948,11,v5,207,153,0.1728099317486633
949,11,v5,207,207,0.0206882904694329
950,11,v5,207,45,-0.1418258722961881
951,11,v5,207,99,-0.03288005955046132
952,11,v5,45,153,-0.012427550122932562
953,11,v5,45,207,-0.01833857864572221
954,11,v5,45,45,0.051931935623141134
955,11,v5,45,99,-0.07726676242212
956,11,v5,99,153,-0.029601483077954835
957,11,v5,99,207,-0.016936769992412046
958,11,v5,99,45,-0.005914765313512236
959,11,v5,99,99,0.04136894740923925
960,12,premotor,153,153,0.021705414216533908
961,12,premotor,153,207,-0.02880831035226484
962,12,premotor,153,45,-0.02141897402160518
963,12,premotor,153,99,0.022852746884837134
964,12,premotor,207,153,-0.012669388849511782
965,12,premotor,207,207,0.03503142404219777
966,12,premotor,207,45,-0.023072255100765226
967,12,premotor,207,99,-0.0001732497110419804
968,12,premotor,45,153,-0.014205308252685869
969,12,premotor,45,207,0.037432299989739376
970,12,premotor,45,45,-0.011767967129492244
971,12,premotor,45,99,-0.006084821673395512
972,12,premotor,99,153,0.0006372335413188232
973,12,premotor,99,207,-0.02767194917254857
974,12,premotor,99,45,0.04234429772098868
975,12,premotor,99,99,-0.014182889171674411
976,12,motor,153,153,0.015985447756669137
977,12,motor,153,207,-0.031298436080999574
978,12,motor,153,45,0.0024281896549620194
979,12,motor,153,99,0.0018052433223339354
980,12,motor,207,153,-0.0054966031312296245
981,12,motor,207,207,0.011361932641395095
982,12,motor,207,45,-0.023682645569789364
983,12,motor,207,99,0.020675933625587277
984,12,motor,45,153,0.015825800691584367
985,12,motor,45,207,0.025393932296105176
986,12,motor,45,45,-0.02259598962702334
987,12,motor,45,99,-0.026352104393986314
988,12,motor,99,153,-0.047810988537451526
989,12,motor,99,207,0.018761021713569775
990,12,motor,99,45,0.02886271119746129
991,12,motor,99,99,0.00910267002245784
992,12,v1,153,153,-0.0836593710899122
993,12,v1,153,207,-0.0598355256548259
994,12,v1,153,45,0.07321575162067434
995,12,v1,153,99,0.08728114582610133
996,12,v1,207,153,0.06402932189670857
997,12,v1,207,207,-0.09358305911958814
998,12,v1,207,45,-0.06247021379636874
999,12,v1,207,99,0.06867584525899041
1000,12,v1,45,153,0.02466386426766716
1001,12,v1,45,207,0.12583871517680525
1002,12,v1,45,45,-0.13486157299595036
1003,12,v1,45,99,-0.019595704017726853
1004,12,v1,99,153,-0.0068365715498142215
1005,12,v1,99,207,0.02297139070553602
1006,12,v1,99,45,0.10368034059754866
1007,12,v1,99,99,-0.11698028003784136
1008,12,sup_parietal,153,153,-0.007630700465864794
1009,12,sup_parietal,153,207,0.03191890520885557
1010,12,sup_parietal,153,45,-0.012888180066991037
1011,12,sup_parietal,153,99,0.016508246239295928
1012,12,sup_parietal,207,153,-0.0008303975827592264
1013,12,sup_parietal,207,207,-0.04500932900537104
1014,12,sup_parietal,207,45,-0.017292492323837352
1015,12,sup_parietal,207,99,0.011000696117689557
1016,12,sup_parietal,45,153,0.06252839887532224
1017,12,sup_parietal,45,207,-0.023887383918903868
1018,12,sup_parietal,45,45,-0.010277015133630652
1019,12,sup_parietal,45,99,-0.033847011139733235
1020,12,sup_parietal,99,153,-0.04270854699321196
1021,12,sup_parietal,99,207,0.03217133035523346
1022,12,sup_parietal,99,45,0.02098911338647628
1023,12,sup_parietal,99,99,0.0031614269184081743
1024,12,inf_parietal,153,153,-0.019949977635606856
1025,12,inf_parietal,153,207,0.011215460609378294
1026,12,inf_parietal,153,45,-0.006936989940571989
1027,12,inf_parietal,153,99,-0.0023308831631939572
1028,12,inf_parietal,207,153,0.004190512976823744
1029,12,inf_parietal,207,207,0.013768506194679666
1030,12,inf_parietal,207,45,-0.036645879143958095
1031,12,inf_parietal,207,99,-0.01315622651982767
1032,12,inf_parietal,45,153,0.018124337503886884
1033,12,inf_parietal,45,207,0.00941123372864781
1034,12,inf_parietal,45,45,-0.04770624708224178
1035,12,inf_parietal,45,99,0.03696946799714852
1036,12,inf_parietal,99,153,-0.00540982369721945
1037,12,inf_parietal,99,207,-0.030997493483726324
1038,12,inf_parietal,99,45,0.0637453176118167
1039,12,inf_parietal,99,99,-0.005820302389810196
1040,12,v5,153,153,0.08898280047402315
1041,12,v5,153,207,0.09347456695698339
1042,12,v5,153,45,-0.08177764382685387
1043,12,v5,153,99,-0.023613806466075818
1044,12,v5,207,153,0.12270823260497313
1045,12,v5,207,207,-0.0995689781635188
1046,12,v5,207,45,0.055038175643685606
1047,12,v5,207,99,-0.09644604572902461
1048,12,v5,45,153,-0.003687927985689392
1049,12,v5,45,207,-0.15797643396266417
1050,12,v5,45,45,-0.03795706101271633
1051,12,v5,45,99,0.11766057674669586
1052,12,v5,99,153,-0.11394762725872241
1053,12,v5,99,207,0.07932791059661232
1054,12,v5,99,45,-0.00934828109172387
1055,12,v5,99,99,0.07847310944336762
1056,13,premotor,153,153,-0.023557379278488638
1057,13,premotor,153,207,-0.010217405076195611
1058,13,premotor,153,45,0.020188363464167965
1059,13,premotor,153,99,0.025641543652309494
1060,13,premotor,207,153,0.013469509175940642
1061,13,premotor,207,207,-0.043508617584914096
1062,13,premotor,207,45,0.017894488245912443
1063,13,premotor,207,99,0.00624862248091719
1064,13,premotor,45,153,0.02218089760976118
1065,13,premotor,45,207,0.04119768946373563
1066,13,premotor,45,45,-0.024676134674675977
1067,13,premotor,45,99,-0.04022159238487599
1068,13,premotor,99,153,-0.007574523667904749
1069,13,premotor,99,207,0.004039905153921214
1070,13,premotor,99,45,-0.006673025212149733
1071,13,premotor,99,99,0.007608731315178509
1072,13,motor,153,153,0.019252141345863335
1073,13,motor,153,207,0.06200768209702675
1074,13,motor,153,45,-0.08043778234891383
1075,13,motor,153,99,-0.01502217324823249
1076,13,motor,207,153,-0.02027663684240417
1077,13,motor,207,207,-0.0314008464716039
1078,13,motor,207,45,0.05167445674877055
1079,13,motor,207,99,0.0005058827734811845
1080,13,motor,45,153,0.03168570542317006
1081,13,motor,45,207,-0.012723829962532351
1082,13,motor,45,45,-0.05798796805445862
1083,13,motor,45,99,0.03342367455378601
1084,13,motor,99,153,0.004750096195540463
1085,13,motor,99,207,-0.03204966605241249
1086,13,motor,99,45,0.032579814464030986
1087,13,motor,99,99,-0.0005519354772141136
1088,13,v1,153,153,0.0017801561119604042
1089,13,v1,153,207,0.02959629619583464
1090,13,v1,153,45,-0.033909543533511124
1091,13,v1,153,99,-0.007326507279328324
1092,13,v1,207,153,-0.0572601800103214
1093,13,v1,207,207,-0.05493020222596297
1094,13,v1,207,45,0.09971312520659226
1095,13,v1,207,99,0.009205519855816333
1096,13,v1,45,153,0.030793500007515743
1097,13,v1,45,207,0.04630459759249268
1098,13,v1,45,45,-0.059674139571215576
1099,13,v1,45,99,-0.002826144199805416
1100,13,v1,99,153,0.02474468469083055
1101,13,v1,99,207,-0.019888183566369486
1102,13,v1,99,45,0.012169568987834984
1103,13,v1,99,99,-0.022157743278741655
1104,13,sup_parietal,153,153,0.030544850449491904
1105,13,sup_parietal,153,207,0.009934588274996825
1106,13,sup_parietal,153,45,0.02985240149663367
1107,13,sup_parietal,153,99,-0.09706060299033611
1108,13,sup_parietal,207,153,-0.13367243250402605
1109,13,sup_parietal,207,207,0.006948694055692362
1110,13,sup_parietal,207,45,0.14749418641176984
1111,13,sup_parietal,207,99,0.0006155462886441726
1112,13,sup_parietal,45,153,0.09999527121609722
1113,13,sup_parietal,45,207,-0.02506549579574839
1114,13,sup_parietal,45,45,-0.10664692449748217
1115,13,sup_parietal,45,99,0.021689575870723787
1116,13,sup_parietal,99,153,0.043707013675816656
1117,13,sup_parietal,99,207,-0.02390811324220853
1118,13,sup_parietal,99,45,-0.027089453459944554
1119,13,sup_parietal,99,99,0.04084983759368969
1120,13,inf_parietal,153,153,-0.017280340882421433
1121,13,inf_parietal,153,207,-0.03931929105487851
1122,13,inf_parietal,153,45,0.05713169388670465
1123,13,inf_parietal,153,99,0.01361305909846796
1124,13,inf_parietal,207,153,-0.07522946755403043
1125,13,inf_parietal,207,207,-0.00656957962702681
1126,13,inf_parietal,207,45,0.036990266935562115
1127,13,inf_parietal,207,99,0.04322088520554738
1128,13,inf_parietal,45,153,0.07807179305703615
1129,13,inf_parietal,45,207,0.040850835554252
1130,13,inf_parietal,45,45,-0.07090803939108867
1131,13,inf_parietal,45,99,-0.065914721575772
1132,13,inf_parietal,99,153,0.007912764159682499
1133,13,inf_parietal,99,207,-0.027355660144563462
1134,13,inf_parietal,99,45,0.0108850369255577
1135,13,inf_parietal,99,99,0.01871960475162842
1136,13,v5,153,153,0.07475566446162851
1137,13,v5,153,207,-0.1511634523989348
1138,13,v5,153,45,0.04761685934165455
1139,13,v5,153,99,-0.016331285189586466
1140,13,v5,207,153,0.07552479649009056
1141,13,v5,207,207,-0.0026740069649642748
1142,13,v5,207,45,0.018717276268325103
1143,13,v5,207,99,-0.08555976689203118
1144,13,v5,45,153,-0.07232089578054043
1145,13,v5,45,207,0.05819285512400222
1146,13,v5,45,45,-0.17101834038537903
1147,13,v5,45,99,0.15466427748527167
1148,13,v5,99,153,-0.0647548923833827
1149,13,v5,99,207,0.0908780465870645
1150,13,v5,99,45,0.05934106210216329
1151,13,v5,99,99,-0.03714607720964752
1152,14,premotor,153,153,0.03576816676499246
1153,14,premotor,153,207,0.011394511031690754
1154,14,premotor,153,45,-0.03562498915998262
1155,14,premotor,153,99,-0.00487345943856657
1156,14,premotor,207,153,0.008546495189364789
1157,14,premotor,207,207,0.04579489639937954
1158,14,premotor,207,45,0.006239630599943199
1159,14,premotor,207,99,-0.04677025542406713
1160,14,premotor,45,153,-0.02204375784739622
1161,14,premotor,45,207,-0.02242205534853816
